Datetime,Voltage,Pressure,Solar Radiation,Air Temperature,Relative Humidity,Wind Speed,Gust Speed,Wind Direction,Rain
7/27/23 18:00,-0.00023,745.85,348.1,7.971,61.164,4.34,8.35,344,0
7/27/23 18:15,-0.00023,745.75,308.1,7.563,65.097,4.34,9.02,338.3,0
7/27/23 18:30,-0.00023,745.65,271.9,7.478,65.739,5.01,10.35,344,0
7/27/23 18:45,-0.00023,745.85,235.6,7.435,66.36,4.01,7.35,325.7,0
7/27/23 19:00,-0.00023,745.95,29.4,7.349,65.499,4.01,8.68,315.9,0
7/27/23 19:15,-0.00023,745.75,24.4,7.113,65.458,3.67,7.35,327.1,0
7/27/23 19:30,-0.00023,745.95,19.4,7.52,59.037,3.34,7.35,289.2,0
7/27/23 19:45,-0.00023,745.75,16.9,7.713,57.787,4.01,8.02,282.2,0
7/27/23 20:00,-0.00023,745.95,13.1,8.271,51.913,4.34,8.68,282.2,0
7/27/23 20:15,-0.00023,746.05,9.4,8.571,38.808,4.34,9.02,262.5,0
7/27/23 20:30,-0.00023,745.95,4.4,8.571,30.933,4.68,10.02,240.1,0
7/27/23 20:45,-0.00023,745.95,0.6,8.807,31.019,4.01,9.68,233.1,0
7/27/23 21:00,-0.00023,745.95,0.6,8.743,29.569,4.01,8.35,234.5,0
7/27/23 21:15,-0.00023,746.15,0.6,8.722,27.695,4.68,9.02,227.4,0
7/27/23 21:30,-0.00023,746.15,0.6,8.657,22.492,4.01,8.68,233.1,0
7/27/23 21:45,-0.00023,746.05,0.6,8.743,26.107,4.68,7.35,230.2,0
7/27/23 22:00,-0.00023,746.15,0.6,8.743,22.844,5.01,9.02,223.2,0
7/27/23 22:15,-0.00023,746.05,0.6,8.486,24.245,5.01,8.68,220.4,0
7/27/23 22:30,-0.00023,746.15,0.6,8.207,27.301,4.01,7.35,230.2,0
7/27/23 22:45,-0.00023,746.05,0.6,8.207,23.581,2.34,6.35,269.6,0
7/27/23 23:00,-0.00023,745.95,0.6,7.949,25.104,2,5.34,314.5,0
7/27/23 23:15,-0.00023,746.05,0.6,7.971,24.175,2.34,5.34,297.6,0
7/27/23 23:30,-0.00023,745.95,0.6,7.928,19.734,2.34,7.35,290.6,0
7/27/23 23:45,-0.00023,745.95,0.6,8.014,19.228,2,6.35,320.1,0
7/28/23 0:00,-0.00023,745.85,0.6,8.228,16.147,1.67,4.34,314.5,0
7/28/23 0:15,-0.00023,745.95,0.6,8.421,17.09,3.67,7.35,307.5,0
7/28/23 0:30,-0.00023,745.95,0.6,8.4,17.131,3.67,8.35,306.1,0
7/28/23 0:45,-0.00023,745.95,0.6,7.692,20.38,3.34,9.02,318.7,0
7/28/23 1:00,-0.00023,745.85,0.6,8.121,18.155,3.67,7.35,320.1,0
7/28/23 1:15,-0.00023,745.65,0.6,8.078,18.82,4.01,8.02,294.8,0
7/28/23 1:30,-0.00023,745.65,0.6,7.864,18.656,4.68,8.02,297.6,0
7/28/23 1:45,-0.00023,745.55,0.6,7.692,18.82,3.67,8.02,310.3,0
7/28/23 2:00,-0.00023,745.35,0.6,7.778,18.807,3.34,7.68,324.3,0
7/28/23 2:15,-0.00023,745.25,0.6,7.692,19.332,3.34,6.68,332.7,0
7/28/23 2:30,-0.00023,745.15,0.6,7.392,20.7,4.01,6.35,322.9,0
7/28/23 2:45,-0.00023,745.15,0.6,7.628,19.37,3.34,7.68,317.3,0
7/28/23 3:00,-0.00023,745.15,0.6,7.478,19.684,3.34,6.35,320.1,0
7/28/23 3:15,-0.00023,745.25,0.6,7.285,19.31,4.01,8.35,324.3,0
7/28/23 3:30,-0.00023,745.05,0.6,7.199,19.658,3.34,7.68,324.3,0
7/28/23 3:45,-0.00023,745.25,0.6,7.242,18.962,3.67,7.35,310.3,0
7/28/23 4:00,-0.00023,745.15,0.6,7.006,19.707,3.01,8.35,304.7,0
7/28/23 4:15,-0.00023,745.05,0.6,7.37,18.865,3.67,7.01,310.3,0
7/28/23 4:30,-0.00023,745.05,0.6,7.649,17.551,4.01,8.68,313.1,0
7/28/23 4:45,-0.00023,745.15,0.6,7.928,16.747,4.68,9.68,310.3,0
7/28/23 5:00,-0.00023,745.15,0.6,7.949,17.667,4.68,10.02,308.9,0
7/28/23 5:15,-0.00023,745.15,0.6,8.335,19.052,5.68,11.35,301.8,0
7/28/23 5:30,-0.00023,744.85,0.6,8.271,21.105,6.35,11.02,290.6,0
7/28/23 5:45,-0.00023,744.95,1.9,8.185,21.526,6.35,10.69,294.8,0
7/28/23 6:00,-0.00023,744.85,16.9,8.4,25.035,6.01,12.02,299,0
7/28/23 6:15,-0.00023,744.75,50.6,8.571,23.009,6.01,9.35,301.8,0
7/28/23 6:30,-0.00023,744.85,95.6,8.421,23.81,6.01,10.02,313.1,0
7/28/23 6:45,-0.00023,744.65,138.1,9.236,27.256,5.34,12.02,301.8,0
7/28/23 7:00,-0.00023,744.75,180.6,9.279,26.639,5.34,9.35,289.2,0
7/28/23 7:15,-0.00023,744.75,223.1,9.086,32.364,4.01,8.35,300.4,0
7/28/23 7:30,-0.00023,744.75,268.1,9.622,33.509,2.34,7.35,300.4,0
7/28/23 7:45,-0.00023,744.95,313.1,9.687,38.976,3.01,6.68,293.4,0
7/28/23 8:00,-0.00023,744.95,361.9,10.03,33.433,3.01,7.01,314.5,0
7/28/23 8:15,-0.00023,744.85,408.1,9.794,29.441,3.01,7.35,353.8,0
7/28/23 8:30,-0.00023,745.05,451.9,10.373,36.861,3.34,7.01,37.9,0
7/28/23 8:45,-0.00023,745.05,495.6,9.944,47.706,2.67,7.01,28.1,0
7/28/23 9:00,-0.00023,745.15,540.6,9.494,48.965,3.01,6.01,47.7,0
7/28/23 9:15,-0.00023,745.45,578.1,9.622,49.786,2.34,6.01,60.4,0
7/28/23 9:30,-0.00023,745.55,619.4,9.772,50.317,3.01,6.68,61.8,0
7/28/23 9:45,-0.00023,745.55,658.1,10.116,48.869,3.01,7.01,87,0
7/28/23 10:00,-0.00023,745.45,689.4,9.687,52.468,3.34,7.35,94.1,0
7/28/23 10:15,-0.00023,745.55,725.6,9.665,48.049,3.34,8.02,98.3,0
7/28/23 10:30,-0.00023,745.65,755.6,10.051,51.034,3.34,7.35,98.3,0
7/28/23 10:45,-0.00023,745.65,785.6,10.201,54.289,3.34,8.68,106.7,0
7/28/23 11:00,-0.00023,745.85,814.4,11.36,50.271,3.01,8.02,96.9,0
7/28/23 11:15,-0.00023,745.95,839.4,10.566,50.283,3.01,8.02,115.1,0
7/28/23 11:30,-0.00023,745.85,866.9,10.673,50.745,2.67,8.35,133.4,0
7/28/23 11:45,-0.00023,745.95,881.9,11.831,42.612,3.01,6.35,132,0
7/28/23 12:00,-0.00023,745.95,898.1,11.831,46.256,2.34,6.68,127.8,0
7/28/23 12:15,-0.00023,745.95,915.6,11.403,46.316,3.01,6.35,132,0
7/28/23 12:30,-0.00023,746.05,930.6,12.453,45.229,2,5.34,157.2,0
7/28/23 12:45,-0.00023,745.95,940.6,12.604,45.65,2,4.01,154.4,0
7/28/23 13:00,-0.00023,745.95,948.1,12.968,45.689,1.67,4.68,110.9,0
7/28/23 13:15,-0.00023,745.75,945.6,13.547,43.619,1.67,5.01,134.8,0
7/28/23 13:30,-0.00023,745.85,928.1,13.097,42.695,2,6.68,158.6,0
7/28/23 13:45,-0.00023,745.95,929.4,13.976,41.683,1.67,4.68,124.9,0
7/28/23 14:00,-0.00023,746.25,928.1,14.341,43.97,1.67,5.01,92.7,0
7/28/23 14:15,-0.00023,746.35,894.4,13.74,46.909,2,5.01,147.4,0
7/28/23 14:30,-0.00023,746.55,873.1,13.29,48.159,2.34,5.01,168.5,0
7/28/23 14:45,-0.00023,746.45,843.1,12.775,50.69,3.01,6.68,168.5,0
7/28/23 15:00,-0.00023,746.55,819.4,13.483,47.836,2.34,5.01,157.2,0
7/28/23 15:15,-0.00023,746.55,791.9,13.033,49.039,2.67,7.01,165.7,0
7/28/23 15:30,-0.00023,746.65,763.1,13.633,45.917,3.01,6.68,146,0
7/28/23 15:45,-0.00023,746.55,725.6,13.719,45.441,2.34,5.68,154.4,0
7/28/23 16:00,-0.00023,746.65,693.1,13.462,45.634,3.34,9.02,155.8,0
7/28/23 16:15,-0.00023,746.85,659.4,14.212,44.952,2.67,6.35,165.7,0
7/28/23 16:30,-0.00023,746.75,624.4,13.075,49.79,2.34,6.01,216.2,0
7/28/23 16:45,-0.00023,746.75,578.1,13.655,47.95,2,4.34,165.7,0
7/28/23 17:00,-0.00023,746.75,534.4,13.118,45.673,2,5.34,127.8,0
7/28/23 17:15,-0.00023,746.65,489.4,12.389,53.996,2,7.35,268.1,0
7/28/23 17:30,-0.00023,746.45,448.1,11.724,52.734,3.01,6.01,293.4,0
7/28/23 17:45,-0.00023,746.45,403.1,11.531,51.093,2.34,6.35,292,0
7/28/23 18:00,-0.00023,746.45,355.6,11.038,61.988,3.01,9.35,285,0
7/28/23 18:15,-0.00023,746.25,311.9,10.137,61.454,4.01,9.02,299,0
7/28/23 18:30,-0.00023,746.15,276.9,10.652,53.149,5.34,9.35,310.3,0
7/28/23 18:45,-0.00023,746.15,204.4,10.974,52.54,6.01,11.02,290.6,0
7/28/23 19:00,-0.00023,746.25,25.6,10.587,56.121,7.35,12.69,287.8,0
7/28/23 19:15,-0.00023,746.45,21.9,10.845,47.465,6.35,11.35,304.7,0
7/28/23 19:30,-0.00023,746.35,16.9,11.081,42.574,5.68,10.02,306.1,0
7/28/23 19:45,-0.00023,746.25,14.4,11.381,37.659,5.68,9.68,317.3,0
7/28/23 20:00,-0.00023,746.25,11.9,11.167,41.636,4.34,8.35,336.9,0
7/28/23 20:15,-0.00023,746.45,8.1,11.724,38.556,4.68,8.68,345.4,0
7/28/23 20:30,-0.00023,746.35,4.4,11.424,43.586,4.34,9.68,339.7,0
7/28/23 20:45,-0.00023,746.45,0.6,11.36,45.371,4.34,9.02,322.9,0
7/28/23 21:00,-0.00023,746.75,0.6,10.866,47.373,4.01,6.68,336.9,0
7/28/23 21:15,-0.00023,746.45,0.6,11.531,46.407,3.34,9.35,21.1,0
7/28/23 21:30,-0.00023,746.75,0.6,11.317,49.442,4.34,9.35,22.5,0
7/28/23 21:45,-0.00023,746.85,0.6,11.167,51.437,4.34,11.02,42.1,0
7/28/23 22:00,-0.00023,746.75,0.6,10.995,52.883,3.67,10.35,42.1,0
7/28/23 22:15,-0.00023,746.75,0.6,10.995,53.219,3.34,9.35,42.1,0
7/28/23 22:30,-0.00023,747.05,0.6,11.231,53.965,3.34,9.68,9.8,0
7/28/23 22:45,-0.00023,746.55,0.6,9.987,60.464,3.67,8.68,42.1,0
7/28/23 23:00,-0.00023,746.75,0.6,10.523,51.537,2.34,5.68,40.7,0
7/28/23 23:15,-0.00023,746.95,0.6,9.966,49.483,3.34,7.01,28.1,0
7/28/23 23:30,-0.00023,746.95,0.6,9.665,52.728,2.34,5.34,40.7,0
7/28/23 23:45,-0.00023,746.95,0.6,8.679,61.26,1.67,4.01,352.4,0
7/29/23 0:00,-0.00023,746.85,0.6,8.571,63.198,1.67,3.01,353.8,0
7/29/23 0:15,-0.00023,746.85,0.6,8.829,61.276,1.67,4.34,7,0
7/29/23 0:30,-0.00023,746.75,0.6,9.429,55.554,2.34,6.01,16.8,0
7/29/23 0:45,-0.00023,746.75,0.6,9.665,47.762,2.67,5.01,335.5,0
7/29/23 1:00,-0.00023,746.65,0.6,9.386,50.15,3.34,7.35,320.1,0
7/29/23 1:15,-0.00023,746.55,0.6,9.472,49.404,4.68,7.35,297.6,0
7/29/23 1:30,-0.00023,746.45,0.6,9.429,49.523,4.68,8.02,296.2,0
7/29/23 1:45,-0.00023,746.55,0.6,9.408,50.321,4.68,8.68,293.4,0
7/29/23 2:00,-0.00023,746.55,0.6,9.15,52.139,3.67,7.01,301.8,0
7/29/23 2:15,-0.00023,746.45,0.6,9.15,51.447,4.34,8.02,280.8,0
7/29/23 2:30,-0.00023,746.35,0.6,9.065,53.37,4.68,8.02,292,0
7/29/23 2:45,-0.00023,746.35,0.6,9,54.972,4.68,8.02,279.4,0
7/29/23 3:00,-0.00023,746.35,0.6,8.893,55.666,4.01,7.01,296.2,0
7/29/23 3:15,-0.00023,746.25,0.6,8.872,58.015,3.67,7.01,287.8,0
7/29/23 3:30,-0.00023,746.35,0.6,8.528,59.559,3.67,6.35,304.7,0
7/29/23 3:45,-0.00023,746.35,0.6,8.657,58.473,3.67,7.01,315.9,0
7/29/23 4:00,-0.00023,746.25,0.6,8.657,59.265,3.34,7.68,314.5,0
7/29/23 4:15,-0.00023,746.15,0.6,8.571,59.554,3.34,7.01,313.1,0
7/29/23 4:30,-0.00023,746.15,0.6,8.743,59.759,2.67,5.68,336.9,0
7/29/23 4:45,-0.00023,746.25,0.6,8.657,60.168,2.67,5.68,315.9,0
7/29/23 5:00,-0.00023,746.25,0.6,8.121,62.324,2.67,5.68,331.3,0
7/29/23 5:15,-0.00023,746.25,0.6,8.636,59.651,3.01,6.01,336.9,0
7/29/23 5:30,-0.00023,746.05,0.6,8.4,54.939,3.67,8.35,318.7,0
7/29/23 5:45,-0.00023,746.05,1.9,8.528,53.864,5.34,9.02,283.6,0
7/29/23 6:00,-0.00023,746.35,5.6,8.421,55.763,6.01,10.69,287.8,0
7/29/23 6:15,-0.00023,745.95,48.1,8.829,57.124,5.68,9.02,287.8,0
7/29/23 6:30,-0.00023,745.95,95.6,9.043,54.084,4.34,8.35,294.8,0
7/29/23 6:45,-0.00023,746.05,135.6,9.022,48.238,4.34,8.02,299,0
7/29/23 7:00,-0.00023,746.05,178.1,9.215,52.212,5.01,10.35,293.4,0
7/29/23 7:15,-0.00023,746.15,220.6,9.236,53.324,4.68,8.35,299,0
7/29/23 7:30,-0.00023,746.25,265.6,9.472,51.937,3.67,8.02,290.6,0
7/29/23 7:45,-0.00023,746.25,311.9,9.279,56.272,4.01,6.68,294.8,0
7/29/23 8:00,-0.00023,746.35,356.9,9.987,56.147,3.01,7.68,313.1,0
7/29/23 8:15,-0.00023,746.25,403.1,10.008,58.593,2.34,6.01,336.9,0
7/29/23 8:30,-0.00023,746.25,449.4,10.33,56.12,2.34,6.01,355.2,0
7/29/23 8:45,-0.00023,746.15,494.4,10.287,56.655,2.67,6.01,12.6,0
7/29/23 9:00,-0.00023,746.25,534.4,11.059,53.149,2.34,6.68,30.9,0
7/29/23 9:15,-0.00023,746.35,575.6,11.231,53.869,2.34,4.34,59,0
7/29/23 9:30,-0.00023,746.45,614.4,11.102,55.013,2,4.68,56.2,0
7/29/23 9:45,-0.00023,746.65,649.4,10.738,56.172,3.01,7.68,99.7,0
7/29/23 10:00,-0.00023,746.55,684.4,11.124,56.451,2.67,6.68,103.9,0
7/29/23 10:15,-0.00023,746.55,724.4,11.016,54.144,2.67,7.68,115.1,0
7/29/23 10:30,-0.00023,746.65,755.6,10.952,52.718,2.67,7.68,120.7,0
7/29/23 10:45,-0.00023,746.75,781.9,10.845,52.92,3.34,7.01,123.5,0
7/29/23 11:00,-0.00023,746.95,819.4,11.295,47.216,2,4.68,112.3,0
7/29/23 11:15,-0.00023,746.95,855.6,12.132,41.436,2.34,6.35,117.9,0
7/29/23 11:30,-0.00023,746.95,884.4,12.26,39.251,2.34,7.01,160,0
7/29/23 11:45,-0.00023,746.95,901.9,12.196,46.534,3.34,9.68,175.5,0
7/29/23 12:00,-0.00023,747.15,914.4,12.475,45.588,2.34,5.01,112.3,0
7/29/23 12:15,-0.00023,747.05,935.6,13.011,42.496,2.34,6.35,137.6,0
7/29/23 12:30,-0.00023,747.15,925.6,13.14,43.119,2.34,5.34,148.8,0
7/29/23 12:45,-0.00023,747.25,933.1,12.968,44.025,2.34,8.35,126.4,0
7/29/23 13:00,-0.00023,747.25,961.9,13.118,43.688,2.34,6.68,151.6,0
7/29/23 13:15,-0.00023,747.35,931.9,13.697,43.842,2.67,8.35,115.1,0
7/29/23 13:30,-0.00023,747.35,914.4,12.132,54.176,3.67,7.35,150.2,0
7/29/23 13:45,-0.00023,747.45,906.9,12.99,54.304,2.67,6.35,155.8,0
7/29/23 14:00,-0.00023,747.85,900.6,12.882,52.229,2.34,6.35,143.2,0
7/29/23 14:15,-0.00023,747.75,873.1,12.861,50.01,4.01,8.35,133.4,0
7/29/23 14:30,-0.00023,747.85,844.4,13.011,48.188,2.67,8.02,106.7,0
7/29/23 14:45,-0.00023,747.65,826.9,13.333,47.135,2.67,7.01,102.5,0
7/29/23 15:00,-0.00023,747.65,790.6,12.561,52.129,2.34,6.01,98.3,0
7/29/23 15:15,-0.00023,747.85,793.1,13.14,47.936,2.34,6.35,106.7,0
7/29/23 15:30,-0.00023,747.65,814.4,12.539,53.034,2.67,8.35,91.3,0
7/29/23 15:45,-0.00023,747.65,839.4,13.504,47.344,2,6.01,108.1,0
7/29/23 16:00,-0.00023,747.65,735.6,13.612,46.081,1.67,4.34,39.3,0
7/29/23 16:15,-0.00023,747.45,160.6,11.917,51.231,2.67,5.68,341.2,0
7/29/23 16:30,-0.00023,747.55,614.4,11.896,50.613,3.01,8.02,33.7,0
7/29/23 16:45,-0.00023,747.25,568.1,11.467,54.179,4.01,9.02,339.7,0
7/29/23 17:00,-0.00023,747.15,518.1,10.781,53.79,6.01,13.02,303.2,0
7/29/23 17:15,-0.00023,747.35,493.1,11.188,45.728,6.68,14.36,306.1,0
7/29/23 17:30,-0.00023,747.15,461.9,10.845,55.004,6.01,14.69,303.2,0
7/29/23 17:45,-0.00023,747.15,334.4,10.609,51.493,6.35,12.69,304.7,0
7/29/23 18:00,-0.00023,746.75,430.6,10.33,52.496,6.68,12.69,300.4,0
7/29/23 18:15,-0.00023,746.75,363.1,10.48,48.653,6.68,12.36,313.1,0
7/29/23 18:30,-0.00023,747.05,149.4,9.794,58.181,6.68,11.69,313.1,0
7/29/23 18:45,-0.00023,746.75,79.4,9.665,59.06,7.01,12.02,304.7,0
7/29/23 19:00,-0.00023,747.15,35.6,9.301,62.054,7.01,14.69,304.7,0
7/29/23 19:15,-0.00023,746.95,20.6,9.065,58.381,6.35,12.02,306.1,0
7/29/23 19:30,-0.00023,747.25,16.9,8.85,61.444,6.35,11.35,287.8,0
7/29/23 19:45,-0.00023,746.65,14.4,8.55,62.51,6.35,10.69,290.6,0
7/29/23 20:00,-0.00023,746.95,11.9,8.636,56.893,7.01,12.69,292,0
7/29/23 20:15,-0.00023,747.05,8.1,8.55,56.542,6.68,13.69,289.2,0
7/29/23 20:30,-0.00023,746.95,3.1,8.764,49.204,7.01,13.36,289.2,0
7/29/23 20:45,-0.00023,746.75,0.6,8.679,44.141,7.68,13.02,289.2,0
7/29/23 21:00,-0.00023,747.45,0.6,8.915,39.942,7.68,13.69,289.2,0
7/29/23 21:15,-0.00023,747.15,0.6,8.593,42.827,7.35,14.36,289.2,0
7/29/23 21:30,-0.00023,747.25,0.6,8.743,40.017,7.68,12.69,296.2,0
7/29/23 21:45,-0.00023,747.35,0.6,8.679,40.497,7.68,12.02,297.6,0
7/29/23 22:00,-0.00023,747.35,0.6,8.7,36.965,7.35,14.69,300.4,0
7/29/23 22:15,-0.00023,747.45,0.6,8.743,37.067,6.68,11.35,300.4,0
7/29/23 22:30,-0.00023,747.35,0.6,8.357,38.492,6.01,12.36,299,0
7/29/23 22:45,-0.00023,747.35,0.6,8.679,41.949,5.34,10.69,279.4,0
7/29/23 23:00,-0.00023,747.15,0.6,8.786,43.606,6.35,12.36,294.8,0
7/29/23 23:15,-0.00023,747.25,0.6,8.421,48.696,6.35,11.35,293.4,0
7/29/23 23:30,-0.00023,746.95,0.6,8.464,49.497,5.68,11.02,301.8,0
7/29/23 23:45,-0.00023,747.35,0.6,8.443,50.399,4.68,9.68,304.7,0
7/30/23 0:00,-0.00023,747.15,0.6,8.507,51.922,4.68,13.02,332.7,0
7/30/23 0:15,-0.00023,746.95,0.6,8.357,47.321,6.01,12.36,313.1,0
7/30/23 0:30,-0.00023,747.15,0.6,8.421,44.744,5.34,10.69,303.2,0
7/30/23 0:45,-0.00023,746.95,0.6,8.464,32.59,4.68,9.02,306.1,0
7/30/23 1:00,-0.00023,746.85,0.6,8.55,28.022,7.01,12.02,304.7,0
7/30/23 1:15,-0.00023,746.75,0.6,8.915,22.583,7.35,12.02,303.2,0
7/30/23 1:30,-0.00023,746.75,0.6,8.979,22.103,7.35,11.35,299,0
7/30/23 1:45,-0.00023,746.45,0.6,8.614,25.841,7.68,12.69,304.7,0
7/30/23 2:00,-0.00023,746.45,0.6,8.614,23.525,8.02,15.03,303.2,0
7/30/23 2:15,-0.00023,746.35,0.6,8.7,21.566,8.35,13.69,297.6,0
7/30/23 2:30,-0.00023,746.35,0.6,8.4,20.252,7.01,11.69,306.1,0
7/30/23 2:45,-0.00023,746.25,0.6,8.528,20.899,6.35,12.36,304.7,0
7/30/23 3:00,-0.00023,746.35,0.6,8.55,21.131,6.35,11.35,300.4,0
7/30/23 3:15,-0.00023,746.35,0.6,8.357,24.413,6.35,11.02,303.2,0
7/30/23 3:30,-0.00023,746.35,0.6,8.421,23.188,6.35,11.35,287.8,0
7/30/23 3:45,-0.00023,746.45,0.6,8.293,23.937,5.68,11.35,280.8,0
7/30/23 4:00,-0.00023,746.35,0.6,8.25,27.477,5.68,9.35,289.2,0
7/30/23 4:15,-0.00023,746.35,0.6,8.1,34.678,6.68,11.02,285,0
7/30/23 4:30,-0.00023,746.25,0.6,7.864,46.58,6.01,10.69,301.8,0
7/30/23 4:45,-0.00023,746.15,0.6,7.649,47.884,5.34,10.69,301.8,0
7/30/23 5:00,-0.00023,746.25,0.6,7.671,48.759,5.68,10.02,299,0
7/30/23 5:15,-0.00023,746.35,0.6,7.885,49.999,6.01,10.35,296.2,0
7/30/23 5:30,-0.00023,746.35,0.6,7.949,52.338,6.01,10.02,293.4,0
7/30/23 5:45,-0.00023,746.35,1.9,7.907,49.973,5.68,9.35,299,0
7/30/23 6:00,-0.00023,746.05,13.1,7.713,52.915,6.01,10.35,303.2,0
7/30/23 6:15,-0.00023,745.85,43.1,8.078,40.507,5.68,9.68,303.2,0
7/30/23 6:30,-0.00023,746.05,89.4,8.979,37.427,6.01,10.69,304.7,0
7/30/23 6:45,-0.00023,745.95,129.4,8.85,34.086,5.34,10.35,322.9,0
7/30/23 7:00,-0.00023,745.95,170.6,9.065,35.235,5.34,9.68,308.9,0
7/30/23 7:15,-0.00023,746.05,213.1,9.494,36.156,3.34,7.01,314.5,0
7/30/23 7:30,-0.00023,746.15,256.9,9.386,36.999,3.34,6.68,307.5,0
7/30/23 7:45,-0.00023,746.35,303.1,9.687,38.454,3.01,6.01,317.3,0
7/30/23 8:00,-0.00023,746.35,348.1,9.665,46.929,2.34,6.68,352.4,0
7/30/23 8:15,-0.00023,746.45,391.9,10.094,43.975,2.67,5.68,29.5,0
7/30/23 8:30,-0.00023,746.55,436.9,10.18,44.512,2,5.34,49.1,0
7/30/23 8:45,-0.00023,746.55,480.6,9.944,44.886,2.67,6.35,32.3,0
7/30/23 9:00,-0.00023,746.55,524.4,10.073,45.936,3.01,6.68,35.1,0
7/30/23 9:15,-0.00023,746.55,565.6,9.837,46.453,3.01,8.35,42.1,0
7/30/23 9:30,-0.00023,746.75,604.4,10.137,42.791,2.34,6.68,53.3,0
7/30/23 9:45,-0.00023,746.75,645.6,10.738,37.671,2,7.35,77.2,0
7/30/23 10:00,-0.00023,746.75,693.1,10.33,39.205,3.01,6.68,110.9,0
7/30/23 10:15,-0.00023,746.85,494.4,10.416,39.188,3.01,7.01,122.1,0
7/30/23 10:30,-0.00023,746.95,705.6,9.472,45.313,3.34,7.01,133.4,0
7/30/23 10:45,-0.00023,747.05,786.9,10.137,46.6,2.67,5.68,120.7,0
7/30/23 11:00,-0.00023,747.25,815.6,10.116,50.471,3.34,7.68,133.4,0
7/30/23 11:15,-0.00023,747.35,835.6,10.394,49.635,3.01,8.02,112.3,0
7/30/23 11:30,-0.00023,747.35,856.9,11.124,50.567,2.34,6.35,108.1,0
7/30/23 11:45,-0.00023,747.35,885.6,10.695,51.196,2.67,6.35,120.7,0
7/30/23 12:00,-0.00023,747.25,900.6,10.566,51.832,3.34,7.68,140.4,0
7/30/23 12:15,-0.00023,747.25,910.6,10.416,52.801,3.01,7.01,155.8,0
7/30/23 12:30,-0.00023,747.45,924.4,10.33,52.009,2.67,7.35,134.8,0
7/30/23 12:45,-0.00023,747.35,928.1,10.759,51.008,3.34,7.01,123.5,0
7/30/23 13:00,-0.00023,747.55,929.4,10.63,51.066,2.67,6.35,136.2,0
7/30/23 13:15,-0.00023,747.45,929.4,10.952,44.846,3.67,8.68,133.4,0
7/30/23 13:30,-0.00023,747.45,918.1,11.145,41.985,4.01,9.02,129.2,0
7/30/23 13:45,-0.00023,747.45,914.4,10.888,42.821,4.01,9.35,136.2,0
7/30/23 14:00,-0.00023,747.85,896.9,11.574,47.39,2.67,8.35,110.9,0
7/30/23 14:15,-0.00023,747.95,880.6,11.66,50.727,2,6.68,101.1,0
7/30/23 14:30,-0.00023,747.85,898.1,11.982,52.605,2,4.34,75.8,0
7/30/23 14:45,-0.00023,747.65,845.6,11.681,49.969,1.67,4.34,112.3,0
7/30/23 15:00,-0.00023,747.75,823.1,12.368,46.122,1.67,5.34,94.1,0
7/30/23 15:15,-0.00023,747.65,808.1,12.646,43.752,2,5.34,103.9,0
7/30/23 15:30,-0.00023,747.85,764.4,12.26,51.772,1.67,5.01,66,0
7/30/23 15:45,-0.00023,747.85,746.9,12.196,51.913,1.67,4.34,19.7,0
7/30/23 16:00,-0.00023,747.95,719.4,11.681,55.398,1.67,4.34,341.2,0
7/30/23 16:15,-0.00023,747.95,658.1,12.925,54.467,1,2.67,8.4,0
7/30/23 16:30,-0.00023,747.85,605.6,12.389,48.554,2,5.01,43.5,0
7/30/23 16:45,-0.00023,747.75,586.9,12.003,53.863,2,4.68,102.5,0
7/30/23 17:00,-0.00023,747.85,546.9,13.033,46.101,1.67,4.01,12.6,0
7/30/23 17:15,-0.00023,747.85,506.9,12.711,44.717,1.34,4.68,68.8,0
7/30/23 17:30,-0.00023,747.75,458.1,13.075,47.102,1.34,5.01,39.3,0
7/30/23 17:45,-0.00023,747.85,419.4,10.866,60.987,2,4.68,322.9,0
7/30/23 18:00,-0.00023,747.75,374.4,10.845,60.85,1.67,4.01,355.2,0
7/30/23 18:15,-0.00023,747.65,325.6,9.515,66.854,2.67,5.34,352.4,0
7/30/23 18:30,-0.00023,747.55,283.1,9.301,66.552,3.01,6.68,328.5,0
7/30/23 18:45,-0.00023,747.75,76.9,9.772,61.253,4.01,6.68,321.5,0
7/30/23 19:00,-0.00023,747.75,23.1,9.987,54.917,3.01,6.68,311.7,0
7/30/23 19:15,-0.00023,747.65,20.6,10.137,50.559,3.01,6.01,308.9,0
7/30/23 19:30,-0.00023,747.85,16.9,10.437,42.631,4.01,10.35,300.4,0
7/30/23 19:45,-0.00023,747.85,14.4,10.802,31.833,3.34,8.02,332.7,0
7/30/23 20:00,-0.00023,747.75,11.9,10.716,32.218,3.34,7.01,311.7,0
7/30/23 20:15,-0.00023,747.65,8.1,10.673,35.607,4.34,8.02,303.2,0
7/30/23 20:30,-0.00023,747.65,3.1,10.394,33.628,4.68,8.02,306.1,0
7/30/23 20:45,-0.00023,747.55,0.6,10.459,35.793,3.34,7.01,317.3,0
7/30/23 21:00,-0.00023,747.65,0.6,10.287,33.213,4.01,8.35,307.5,0
7/30/23 21:15,-0.00023,747.35,0.6,10.437,32.384,4.34,7.68,315.9,0
7/30/23 21:30,-0.00023,747.95,0.6,10.287,33.271,3.34,9.35,304.7,0
7/30/23 21:45,-0.00023,747.65,0.6,10.137,35.456,3.34,8.02,313.1,0
