,name,street,town,state,zipcode,annual_rounds,ownership,year_built,green_fees
166,Sun Willows Golf Course,2035 N 20th Ave,Pasco,WA,99301,"65,000 (estimated)",Public,1982,$18.00
167,Alta Lake Golf Resort,140 Alta Lake Rd,Pateros,WA,98846,N/A,Resort,1993,$22.00
168,Pomeroy Golf Course,1611 Arlington St,Pomeroy,WA,99347,"13,000 (estimated)",Public,1932,$12.00
169,Peninsula Golf Club,824 S Lindberg Rd,Port Angeles,WA,98362,"30,000 (estimated)",Private,1921,$20.00
170,Tide Timber Course at Port Ludlow Resort,751 Highland Dr,Port Ludlow,WA,98365,N/A,Resort,1975,$55.00
171,Timber Trail Course at Port Ludlow Resort,751 Highland Dr,Port Ludlow,WA,98365,N/A,Resort,1993,$55.00
172,Trail Tide Course at Port Ludlow Resort,751 Highland Dr,Port Ludlow,WA,98365,N/A,Resort,1993,$55.00
173,Grows Vineyard Greens Closed For Renovation,5180 Country Club Way Se,Port Orchard,WA,98367,"19,000 (estimated)",Public,1963,$15.00
174,Horseshoe Lake Golf Course,1250 Sw Club House Ct,Port Orchard,WA,98367,"40,000 (estimated)",Public,1992,$33.00
175,Ladley Links Golf Course,7382 View Park Rd Se,Port Orchard,WA,98367,N/A,Public,1996,$18.00
176,McCormick Woods Golf Course,5155 Mccormick Woods Dr Sw,Port Orchard,WA,98367,"38,000 (estimated)",Public,1988,$55.00
177,Trophy Lake Golf & Casting Club,3900 Sw Lake Flora Rd,Port Orchard,WA,98367,N/A,Resort,1999,$70.00
178,Village Greens Golf Course,2298 Fircrest Dr Se,Port Orchard,WA,98366,N/A,Public,1963,$14.00
179,Discovery Bay Golf Club,7401 Cape George Rd,Port Townsend,WA,98368,"25,000 (estimated)",Public,1925,$32.00
180,Port Townsend Golf Club,1948 Blaine St,Port Townsend,WA,98368,N/A,Public,,$18.00
181,WSU Public Golf Course,N Fairway Rd,Pullman,WA,99164,"42,000 (estimated)",Public,1954,$15.00
182,Blue Gold Course at Lipoma Firs Golf Course,18615 110th Ave E,Puyallup,WA,98374,"60,000 (estimated)",Public,1989,$24.00
183,Gold Green Course at Lipoma Firs Golf Course,18615 110th Ave E,Puyallup,WA,98374,"60,000 (estimated)",Public,1989,$24.00
184,Green Blue Course at Lipoma Firs Golf Course,18615 110th Ave E,Puyallup,WA,98374,"60,000 (estimated)",Public,1989,$24.00
185,Linden Golf & Country Club,2519 E Main Ave,Puyallup,WA,98372,"37,000 (estimated)",Private,1924,$40.00
186,Crescent Bar Resort,8894 Crescent Bar Rd Nw Ste 1,Quincy,WA,98848,N/A,Public,1965,$24.00
187,Quincy Golf Club,17056 Rd 5 Nw,Quincy,WA,98848,"17,000 (estimated)",Public,1986,$20.00
188,Maple Grove Golf,175 State Route,Randle,WA,98377,"15,000 (estimated)",Public,1985,$10.00
189,Willapa Harbor Golf Course,2424 Fowler,Raymond,WA,98577,"30,000 (estimated)",Public,1926,$18.00
190,Coyote Creek Course at Willows Run Golf Club,10402 Willows Rd Ne,Redmond,WA,98052,"60,000 (estimated)",Public,1994,$55.00
191,Eagles Talon Course at Willows Run Golf Club,10402 Willows Rd Ne,Redmond,WA,98052,"60,000 (estimated)",Public,1999,$55.00
192,East South Course at Sahalee Country Club,21200 Ne Sahalee Country Club Dr,Redmond,WA,98053,"42,000 (estimated)",Private,1969,$200.00
193,Heron Links Course at Willows Run Golf Club,10402 Willows Rd Ne,Redmond,WA,98052,"60,000 (estimated)",Public,1999,$26.00
194,North East Course at Sahalee Country Club,21200 Ne Sahalee Country Club Dr,Redmond,WA,98053,"42,000 (estimated)",Private,1969,$200.00
195,Rainbow Run Putting Course at Willows Run Golf Club,10402 Willows Rd Ne,Redmond,WA,98052,"60,000 (estimated)",Public,1999,$15.00
196,South North Course at Sahalee Country Club,21200 Ne Sahalee Country Club Dr,Redmond,WA,98053,"42,000 (estimated)",Private,1969,$200.00
197,Trilogy Golf Club,11825 Trilogy Parkway Ne,Redmond,WA,98053,N/A,Public,2003,$69.00
198,Fairwood Golf & Country Club,17070 140th Ave Se,Renton,WA,98058,"39,000 (estimated)",Private,1966,$55.00
199,Maplewood Golf Course,4050 Maple Valley Hwy,Renton,WA,98058,"100,000 (estimated)",Public,1952,$28.00
200,Sheridan Greens Golf Course,380 Sheridan Rd,Republic,WA,99166,N/A,Public,1987,$12.00
201,Buckskin Golf Ranch,1790 Bronco Ln,Richland,WA,99352,N/A,Public,1999,$12.00
202,Columbia Point Golf Course,225 Columbia Point Dr,Richland,WA,99352,"44,000 (estimated)",Public,1997,$30.00
203,Horn Rapids Golf Club,2800 Clubhouse Ln,Richland,WA,99352,"40,000 (estimated)",Semi-Private,1994,$36.00
204,Meadow Springs Country Club,700 Country Club Pl,Richland,WA,99352,"33,000 (estimated)",Private,1971,$45.00
205,West Richland Municipal Golf,4000 Fallon Dr,Richland,WA,99353,N/A,Public,1950,$12.50
206,Tri-Mountain Golf Course,1701 Nw 299th St,Ridgefield,WA,98642,"53,000 (estimated)",Public,1994,$34.00
207,Ritzville Municipal Golf,104 E 10th Ave,Ritzville,WA,99169,"10,000 (estimated)",Public,1940,$18.00
208,Rock Island Golf Course,314 Saunders Rd,Rock Island,WA,98850,"25,000 (estimated)",Public,1975,$18.00
209,Royal City Public Golf Course,13702 Dodson Rd S,Royal City,WA,99357,N/A,Public,1991,$14.00
210,St. John Golf & Country Club,Lancaster Hwy,Saint John,WA,99171,N/A,Public,1935,$10.00
211,Tyee Valley Golf Club,2401 S 192nd St,Seatac,WA,98188,"35,000 (estimated)",Public,1968,$20.00
212,Broadmoor Golf Club,2340 Broadmoor Dr E,Seattle,WA,98112,"27,000 (estimated)",Private,1927,$100.00
213,Glen Acres Golf & Country Club,1000 S 112th St,Seattle,WA,98168,"30,000 (estimated)",Private,1926,$30.00
214,Greenlake Golf Course,5701 W Green Lake Way N,Seattle,WA,98103,N/A,Public,1950,$6.00
215,Interbay Family Golf Center,2501 15th Ave W,Seattle,WA,98119,N/A,Public,1998,$26.00
216,Par 3 Course at Jefferson Park Golf Club,4101 Beacon Ave S,Seattle,WA,98108,"90,000 (estimated)",Public,1912,$10.00
217,Par Three Course at Jackson Park Golf Course,1000 Ne 135th St,Seattle,WA,98125,"75,000 (estimated)",Public,1934,$10.00
218,Rainier Golf & Country Club,11133 Des Moines Memorial Dr S,Seattle,WA,98168,"30,000 (estimated)",Private,1919,$70.00
219,Regulation Course at Jackson Park Golf Course,1000 Ne 135th St,Seattle,WA,98125,"75,000 (estimated)",Public,1934,$22.00
220,Regulation Course at Jefferson Park Golf Club,4101 Beacon Ave S,Seattle,WA,98108,"90,000 (estimated)",Public,1912,$31.00
221,Sand Point Country Club,8333 55th Ave Ne,Seattle,WA,98115,"27,000 (estimated)",Private,1934,$85.00
222,Seattle Golf Club,210 Nw 145th St,Seattle,WA,98177,"20,000 (estimated)",Private,1907,$40.00
223,West Seattle Golf Course,4470 35th Ave Sw,Seattle,WA,98126,"65,000 (estimated)",Public,1939,$28.00
224,Sauk Mountain View Golf Course,839 Fruitdale Rd,Sedro Woolley,WA,98284,N/A,Public,1964,$17.00
225,Yakima Elks Golf & Country Club,Golf Course Rd,Selah,WA,98942,"30,000 (estimated)",Private,N/A,$30.00
226,Dungeness Golf & Country Club,1965 Woodcock Rd,Sequim,WA,98382,"50,000 (estimated)",Public,1970,$26.00
227,SunLand Golf & Country Club,109 Hilltop Dr,Sequim,WA,98382,"38,000 (estimated)",Private,1964,$35.00
228,Bayshore Golf Club,3800 E Hwy 3,Shelton,WA,98584,"25,000 (estimated)",Semi-Private,1948,$18.00
229,Lake Limerick Country Club,E 810 St Andrews Dr,Shelton,WA,98584,"15,000 (estimated)",Semi-Private,1967,$22.00
230,Echo Falls Country Club,20414 121st Ave Se,Snohomish,WA,98296,"44,000 (estimated)",Public,1990,$47.00
231,Flowing Lake Golf Course,5001 Weber Rd,Snohomish,WA,98290,"15,000 (estimated)",Public,1995,$21.00
232,Kenwanda Golf Course,14030 Kenwanda Dr,Snohomish,WA,98296,"36,000 (estimated)",Public,1962,$25.00
233,Lobo Country Club,12015 84th St Se,Snohomish,WA,98290,N/A,Public,1980,$14.00
234,Snohomish Public Golf Course,7806 147th Ave Se,Snohomish,WA,98290,"45,000 (estimated)",Public,1967,$25.00
235,Mount Si Golf Course,9010 Boalch Ave Se,Snoqualmie,WA,98065,"55,000 (estimated)",Public,1927,$40.00
236,TPC at Snoqualmie Ridge,36005 Se Ridge St,Snoqualmie,WA,98065,N/A,Private,1998,N/A
237,Lakeview Golf Country Club,19547 Golf Club Rd Nw,Soap Lake,WA,98851,"20,000 (estimated)",Private,1953,$30.00
238,Classic Golf Club,4908 208th St E,Spanaway,WA,98387,"40,000 (estimated)",Public,1991,$45.00
239,Creek at Qualchan,301 E Meadow Ln Rd,Spokane,WA,99224,"35,000 (estimated)",Public,1992,$22.50
240,Downriver Golf Course,3225 N Columbia Circle,Spokane,WA,99205,"60,000 (estimated)",Public,1920,$18.50
241,Eagle Ridge,5840 S Meadow Lane Rd,Spokane,WA,99224,N/A,Public,1998,$10.00
242,Esmeralda Golf Course,3933 E Courtland Ave,Spokane,WA,99217,"63,000 (estimated)",Public,1956,$18.50
