date,time,air_temp
20220612,2225,13.8
20220612,2230,13.9
20220612,2235,14
20220612,2240,13.5
20220612,2245,13.2
20220612,2250,12.9
20220612,2255,12.7
20220612,2300,12.7
20220612,2305,12.8
20220612,2310,12.8
20220612,2315,12.5
20220612,2320,12.3
20220612,2325,12.2
20220612,2330,12.1
20220612,2335,12.3
20220612,2340,12.3
20220612,2345,12.5
20220612,2350,12.8
20220612,2355,13.3
20220613,0000,13.2
20220613,0005,13.1
20220613,0010,13
20220613,0015,12.7
20220613,0020,12.6
20220613,0025,12.5
20220613,0030,12.4
20220613,0035,12.3
20220613,0040,12.8
20220613,0045,12.6
20220613,0050,12.4
20220613,0055,12
20220613,0100,11.6
20220613,0105,11.8
20220613,0110,12
20220613,0115,12
20220613,0120,12.1
20220613,0125,12.7
20220613,0130,12.6
20220613,0135,12.4
20220613,0140,12.2
20220613,0145,12.3
20220613,0150,12.3
20220613,0155,12
20220613,0200,11.8
20220613,0205,11.5
20220613,0210,11.5
20220613,0215,11.6
20220613,0220,11.8
20220613,0225,11.8
20220613,0230,11.6
20220613,0235,11.5
20220613,0240,11.6
20220613,0245,11.7
20220613,0250,12
20220613,0255,11.9
20220613,0300,11.7
20220613,0305,11.5
20220613,0310,11.3
20220613,0315,11.1
20220613,0320,11
20220613,0325,10.9
20220613,0330,10.9
20220613,0335,10.8
20220613,0340,10.7
20220613,0345,10.7
20220613,0350,10.7
20220613,0355,10.6
20220613,0400,10.6
20220613,0405,10.4
20220613,0410,10.2
20220613,0415,10
20220613,0420,10
20220613,0425,10
20220613,0430,10.1
20220613,0435,10.1
20220613,0440,10
20220613,0445,9.9
20220613,0450,9.7
20220613,0455,9.7
20220613,0500,9.7
20220613,0505,9.7
20220613,0510,9.7
20220613,0515,9.5
20220613,0520,9.4
20220613,0525,9.3
20220613,0530,9.2
20220613,0535,9.2
20220613,0540,9.2
20220613,0545,9.4
20220613,0550,9.6
20220613,0555,9.7
20220613,0600,9.6
20220613,0605,9.7
20220613,0610,9.7
20220613,0615,9.7
20220613,0620,9.7
20220613,0625,9.6
20220613,0630,9.6
20220613,0635,9.5
20220613,0640,9.5
20220613,0645,9.5
20220613,0650,9.4
20220613,0655,9.3
20220613,0700,9.3
20220613,0705,9.1
20220613,0710,9
20220613,0715,8.6
20220613,0720,8.6
20220613,0725,8.8
20220613,0730,8.8
20220613,0735,8.9
20220613,0740,9
20220613,0745,9
20220613,0750,9.2
20220613,0755,9.4
20220613,0800,9.4
20220613,0805,9.4
20220613,0810,9.4
20220613,0815,9.4
20220613,0820,9.4
20220613,0825,9.4
20220613,0830,9.2
20220613,0835,9.1
20220613,0840,9.1
20220613,0845,9
20220613,0850,8.9
20220613,0855,8.7
20220613,0900,8.5
20220613,0905,8.5
20220613,0910,8.6
20220613,0915,8.6
20220613,0920,8.7
20220613,0925,8.7
20220613,0930,8.7
20220613,0935,8.6
20220613,0940,8.7
20220613,0945,8.5
20220613,0950,8.6
20220613,0955,8.7
20220613,1000,8.4
20220613,1005,8.3
20220613,1010,8.3
20220613,1015,8.5
20220613,1020,8.4
20220613,1025,8.3
20220613,1030,8.4
20220613,1035,8.4
20220613,1040,8.3
20220613,1045,8.4
20220613,1050,7.9
20220613,1055,7.9
20220613,1100,8
20220613,1105,7.8
20220613,1110,7.7
20220613,1115,7.6
20220613,1120,7.4
20220613,1125,7
20220613,1130,7.1
20220613,1135,7
20220613,1140,6.9
20220613,1145,6.8
20220613,1150,6.8
20220613,1155,7.1
20220613,1200,6.9
20220613,1205,6.8
20220613,1210,6.8
20220613,1215,7
20220613,1220,7.1
20220613,1225,7.1
20220613,1230,7.2
20220613,1235,7.4
20220613,1240,7.6
20220613,1245,7.9
20220613,1250,7.9
20220613,1255,8.1
20220613,1300,8.1
20220613,1305,8
20220613,1310,8.1
20220613,1315,8.2
20220613,1320,8.4
20220613,1325,8.5
20220613,1330,8.6
20220613,1335,8.7
20220613,1340,8.8
20220613,1345,8.8
20220613,1350,8.8
20220613,1355,8.7
20220613,1400,8.7
20220613,1405,8.7
20220613,1410,8.9
20220613,1415,8.9
20220613,1420,9
20220613,1425,9.4
20220613,1430,9.5
20220613,1435,9.6
20220613,1440,9.7
20220613,1445,9.9
20220613,1450,10.2
20220613,1455,10.4
20220613,1500,10.3
20220613,1505,10.7
20220613,1510,11.1
20220613,1515,11.3
20220613,1520,11.2
20220613,1525,11.2
20220613,1530,11.2
20220613,1535,11.1
20220613,1540,11.2
20220613,1545,11.2
20220613,1550,11.4
20220613,1555,11.7
20220613,1600,12.1
20220613,1605,12.7
20220613,1610,12.3
20220613,1615,11.7
20220613,1620,11.5
20220613,1625,11.6
20220613,1630,11.8
20220613,1635,12
20220613,1640,12.2
20220613,1645,12.1
20220613,1650,12.1
20220613,1655,12.1
20220613,1700,11.8
20220613,1705,12.1
20220613,1710,12.2
20220613,1715,12.2
20220613,1720,12.1
20220613,1725,12.1
20220613,1730,11.9
20220613,1735,11.8
20220613,1740,11.6
20220613,1745,11.5
20220613,1750,11.2
20220613,1755,11
20220613,1800,11
20220613,1805,11.2
20220613,1810,11.4
20220613,1815,11.7
20220613,1820,12.3
20220613,1825,12
20220613,1830,12.2
20220613,1835,12.2
20220613,1840,12.3
20220613,1845,12.4
20220613,1850,12.5
20220613,1855,12.3
20220613,1900,12.3
20220613,1905,12.3
20220613,1910,12.9
20220613,1915,13
20220613,1920,13.4
20220613,1925,13.2
20220613,1930,13
20220613,1935,13.3
20220613,1940,13.6
20220613,1945,14.6
20220613,1950,14
20220613,1955,14.3
20220613,2000,14.8
20220613,2005,14.8
20220613,2010,15.3
20220613,2015,16
20220613,2020,15.1
20220613,2025,16.2
20220613,2030,15.9
20220613,2035,15.3
20220613,2040,15
20220613,2045,15.3
20220613,2050,15.4
20220613,2055,15.6
20220613,2100,15.7
20220613,2105,15.6
20220613,2110,16.8
20220613,2115,16.7
20220613,2120,16.9
20220613,2125,16.1
20220613,2130,17.4
20220613,2135,16.1
20220613,2140,15.7
20220613,2145,16
20220613,2150,16.2
20220613,2155,15.1
20220613,2200,15
20220613,2205,15.2
20220613,2210,14.3
20220613,2215,14.7
20220613,2220,15.4
20220613,2225,15.6
20220613,2230,15.3
20220613,2235,14.3
20220613,2240,14.1
20220613,2245,14.2
20220613,2250,14
20220613,2255,14.2
20220613,2300,14.6
20220613,2305,15.1
20220613,2310,15.2
20220613,2315,15.9
20220613,2320,15.9
20220613,2325,16
20220613,2330,15.2
20220613,2335,14.9
20220613,2340,14.9
20220613,2345,14.7
20220613,2350,14.5
20220613,2355,15
20220614,0000,14.9
20220614,0005,15.1
20220614,0010,14.9
20220614,0015,15
20220614,0020,15
20220614,0025,15.1
20220614,0030,14.5
20220614,0035,14.8
20220614,0040,15
20220614,0045,15.1
20220614,0050,15
20220614,0055,15
20220614,0100,14.5
20220614,0105,13.6
20220614,0110,13.3
20220614,0115,13.4
20220614,0120,13.2
20220614,0125,13.1
20220614,0130,13.2
20220614,0135,13.4
20220614,0140,13.5
20220614,0145,13.5
20220614,0150,13.6
20220614,0155,13.7
20220614,0200,13.5
20220614,0205,13.5
20220614,0210,13.5
20220614,0215,13.5
20220614,0220,13.5
20220614,0225,13.7
20220614,0230,13.9
20220614,0235,13.5
20220614,0240,13.4
20220614,0245,13.2
20220614,0250,13.1
20220614,0255,13
20220614,0300,12.9
20220614,0305,12.8
20220614,0310,12.8
20220614,0315,12.7
20220614,0320,12.6
20220614,0325,12.6
20220614,0330,12.4
20220614,0335,12.3
20220614,0340,12.2
20220614,0345,12
20220614,0350,11.8
20220614,0355,11.7
20220614,0400,11.5
20220614,0405,11.7
20220614,0410,11.7
20220614,0415,11.7
20220614,0420,11.7
20220614,0425,11.7
20220614,0430,11.7
20220614,0435,11.7
20220614,0440,11.6
20220614,0445,11.7
20220614,0450,11.6
20220614,0455,11.5
20220614,0500,11.4
20220614,0505,11.5
20220614,0510,11.4
20220614,0515,11.2
20220614,0520,11.1
20220614,0525,11.2
20220614,0530,11.1
20220614,0535,11.1
20220614,0540,10.9
20220614,0545,10.8
20220614,0550,10.8
20220614,0555,10.7
20220614,0600,10.6
20220614,0605,10.5
20220614,0610,10.6
20220614,0615,10.5
20220614,0620,10.5
20220614,0625,10.4
20220614,0630,10.3
20220614,0635,10.1
20220614,0640,9.9
20220614,0645,10
20220614,0650,9.9
20220614,0655,10
20220614,0700,9.9
20220614,0705,9.7
20220614,0710,9.6
20220614,0715,9.8
20220614,0720,9.9
20220614,0725,10
20220614,0730,10.1
20220614,0735,10
20220614,0740,10
20220614,0745,9.9
20220614,0750,9.6
20220614,0755,9.3
20220614,0800,9
20220614,0805,9
20220614,0810,8.8
20220614,0815,8.5
20220614,0820,8.1
20220614,0825,7.7
20220614,0830,7.9
20220614,0835,7.9
20220614,0840,7.7
20220614,0845,8.1
20220614,0850,8.1
20220614,0855,8.2
20220614,0900,8.4
20220614,0905,8.4
20220614,0910,8.5
20220614,0915,8.6
20220614,0920,8.8
20220614,0925,9
20220614,0930,8.9
20220614,0935,8.9
20220614,0940,8.9
20220614,0945,9
20220614,0950,9.2
20220614,0955,9.3
20220614,1000,9.2
20220614,1005,9.2
20220614,1010,9.2
20220614,1015,9.2
20220614,1020,9.2
20220614,1025,9.1
20220614,1030,9.1
20220614,1035,9.1
20220614,1040,9
20220614,1045,8.9
20220614,1050,8.8
20220614,1055,8.8
20220614,1100,8.9
20220614,1105,9
20220614,1110,9.1
20220614,1115,9.2
20220614,1120,9.4
20220614,1125,9.3
20220614,1130,9.2
20220614,1135,9.2
20220614,1140,9.2
20220614,1145,9.2
20220614,1150,9.3
