Region Code,Timestamp (Hour Ending),Wind Generation (MWh),Solar Generation (MWh),Hydro Generation (MWh),Other Generation (MWh),Petroleum Generation (MWh),Natural gas Generation (MWh),Coal Generation (MWh),Nuclear Generation (MWh)
NW,5/29/2022 6 a.m. PDT,6756,117,16437,908,59,5000,4998,1152
NW,5/29/2022 7 a.m. PDT,6613,1134,16655,924,62,4659,4899,1150
NW,5/29/2022 8 a.m. PDT,6765,2854,15872,936,59,3661,3996,1150
NW,5/29/2022 9 a.m. PDT,7017,3661,15954,962,58,3317,3429,1148
NW,5/29/2022 10 a.m. PDT,6935,4285,16130,974,59,3155,3567,1149
NW,5/29/2022 11 a.m. PDT,6841,4413,15892,983,60,3438,3885,1151
NW,5/29/2022 12 p.m. PDT,7631,4436,15717,976,61,3272,3948,1152
NW,5/29/2022 1 p.m. PDT,8818,4242,15288,972,63,3232,3531,1009
NW,5/29/2022 2 p.m. PDT,9367,4218,15261,1029,60,3230,3307,881
NW,5/29/2022 3 p.m. PDT,9432,4217,14962,1040,59,3477,3279,880
NW,5/29/2022 4 p.m. PDT,9495,3828,14858,1033,59,3948,3352,868
NW,5/29/2022 5 p.m. PDT,9324,3696,15370,952,60,4523,3402,860
NW,5/29/2022 6 p.m. PDT,10056,3294,16268,919,61,4575,3427,879
NW,5/29/2022 7 p.m. PDT,10864,1845,18420,977,58,5670,3893,878
NW,5/29/2022 8 p.m. PDT,11192,301,18562,979,60,6219,4497,879
NW,5/29/2022 9 p.m. PDT,10702,3,18689,968,60,6194,5047,884
NW,5/29/2022 10 p.m. PDT,10231,-2,18914,958,61,5802,5283,887
NW,5/29/2022 11 p.m. PDT,8342,-2,18238,913,60,5545,5151,881
NW,5/30/2022 12 a.m. PDT,7965,-2,16807,925,59,5031,4859,884
NW,5/30/2022 1 a.m. PDT,9385,-2,16543,922,60,4898,4141,889
NW,5/30/2022 2 a.m. PDT,9225,-1,16086,933,60,4862,4089,884
NW,5/30/2022 3 a.m. PDT,8848,-2,15884,1013,59,4674,4092,887
NW,5/30/2022 4 a.m. PDT,8803,-3,16161,1012,59,4370,4059,885
NW,5/30/2022 5 a.m. PDT,8439,0,16529,1014,60,4307,4164,894
NW,5/30/2022 6 a.m. PDT,8369,285,17077,1016,62,4201,4472,897
NW,5/30/2022 7 a.m. PDT,8003,2035,17689,956,61,3804,4331,899
NW,5/30/2022 8 a.m. PDT,8093,3819,16779,944,60,3283,3494,908
NW,5/30/2022 9 a.m. PDT,8111,4256,17242,969,62,3062,3222,963
NW,5/30/2022 10 a.m. PDT,7931,4198,17552,994,61,2742,3168,1137
NW,5/30/2022 11 a.m. PDT,7219,4241,17949,976,60,2769,3160,1155
NW,5/30/2022 12 p.m. PDT,6751,4135,17994,977,61,2752,3158,1155
NW,5/30/2022 1 p.m. PDT,6507,4288,17735,1018,61,2768,3211,1154
NW,5/30/2022 2 p.m. PDT,6318,4194,17612,1016,61,2806,3341,1155
NW,5/30/2022 3 p.m. PDT,6014,4026,17882,1000,62,2867,3363,1155
NW,5/30/2022 4 p.m. PDT,5935,3691,18063,976,60,3200,3520,1153
NW,5/30/2022 5 p.m. PDT,6218,3526,18312,971,61,3590,3952,1152
NW,5/30/2022 6 p.m. PDT,6101,3291,19239,1029,61,4026,4776,1150
NW,5/30/2022 7 p.m. PDT,5767,1790,20912,1020,61,4891,6170,1151
NW,5/30/2022 8 p.m. PDT,5467,261,21145,962,59,5781,6810,1150
NW,5/30/2022 9 p.m. PDT,5656,25,20969,959,59,6070,6769,1150
NW,5/30/2022 10 p.m. PDT,5123,-1,20795,937,61,5990,6606,1151
NW,5/30/2022 11 p.m. PDT,4484,-3,19855,938,59,5700,6546,1152
NW,5/31/2022 12 a.m. PDT,4120,-1,18628,949,59,5160,6497,1150
NW,5/31/2022 1 a.m. PDT,4198,-5,18137,952,60,4818,6088,1151
NW,5/31/2022 2 a.m. PDT,4083,-1,17848,969,58,4811,6254,1136
NW,5/31/2022 3 a.m. PDT,3850,-2,17594,966,60,4812,6333,1151
NW,5/31/2022 4 a.m. PDT,3303,-3,17800,964,59,4515,6629,1156
NW,5/31/2022 5 a.m. PDT,3612,1,18786,1004,59,4532,6643,1154
NW,5/31/2022 6 a.m. PDT,3771,264,19524,1000,60,4665,6590,1155
NW,5/31/2022 7 a.m. PDT,3784,1658,19880,1002,59,4473,6585,1154
NW,5/31/2022 8 a.m. PDT,3542,3415,20250,954,60,3750,6553,1152
NW,5/31/2022 9 a.m. PDT,3493,4112,19981,948,61,3472,6586,1148
NW,5/31/2022 10 a.m. PDT,3257,4464,19260,951,60,3388,6604,1152
NW,5/31/2022 11 a.m. PDT,3084,4725,19136,942,62,3445,6620,1150
NW,5/31/2022 12 p.m. PDT,2648,5076,18968,936,61,3689,6791,1149
NW,5/31/2022 1 p.m. PDT,2470,4884,18860,932,60,4146,7231,1146
NW,5/31/2022 2 p.m. PDT,2168,4732,18968,954,61,4657,7347,1146
NW,5/31/2022 3 p.m. PDT,2286,4577,19131,991,59,4930,7343,1147
NW,5/31/2022 4 p.m. PDT,2864,4357,19247,1009,61,4938,7255,1144
NW,5/31/2022 5 p.m. PDT,3748,4095,19683,991,60,5203,6998,1142
NW,5/31/2022 6 p.m. PDT,3892,3750,19893,977,60,5491,6856,1143
NW,5/31/2022 7 p.m. PDT,3920,2274,20306,988,61,6537,6951,1143
NW,5/31/2022 8 p.m. PDT,3852,448,20706,1024,60,7484,6993,1143
NW,5/31/2022 9 p.m. PDT,3706,32,20815,991,59,7235,6911,1144
NW,5/31/2022 10 p.m. PDT,3364,24,20676,907,62,6924,6734,1146
NW,5/31/2022 11 p.m. PDT,3196,22,19982,950,61,6345,6508,1148
NW,6/1/2022 12 a.m. PDT,2879,-1,19463,866,60,5840,6563,1147
NW,6/1/2022 1 a.m. PDT,2289,-3,18762,884,60,5448,6645,1147
NW,6/1/2022 2 a.m. PDT,2217,-1,18278,899,60,5002,6476,1150
NW,6/1/2022 3 a.m. PDT,2224,-3,18122,852,58,5029,6216,1152
NW,6/1/2022 4 a.m. PDT,2001,-2,18093,854,60,5170,6829,1151
NW,6/1/2022 5 a.m. PDT,1738,-2,18566,898,61,5472,6987,1151
NW,6/1/2022 6 a.m. PDT,1873,222,19153,904,60,5801,7021,1152
NW,6/1/2022 7 a.m. PDT,1865,2029,19118,898,61,5252,6736,1152
NW,6/1/2022 8 a.m. PDT,1755,3901,19018,919,60,5223,6334,1149
NW,6/1/2022 9 a.m. PDT,1614,4483,18771,928,61,5241,6382,1148
NW,6/1/2022 10 a.m. PDT,1523,4648,18829,827,61,5009,6112,1145
NW,6/1/2022 11 a.m. PDT,1552,4850,18748,807,60,4871,5744,1145
NW,6/1/2022 12 p.m. PDT,1440,5035,18725,859,60,4683,6095,1144
NW,6/1/2022 1 p.m. PDT,1268,4946,18488,872,60,4745,6634,1142
NW,6/1/2022 2 p.m. PDT,1402,4944,19032,871,58,4779,6987,1142
NW,6/1/2022 3 p.m. PDT,1518,4798,19382,850,60,4830,7121,1142
NW,6/1/2022 4 p.m. PDT,1648,4602,19368,861,60,5254,7110,1141
NW,6/1/2022 5 p.m. PDT,1748,4292,19526,775,60,5749,7267,1141
NW,6/1/2022 6 p.m. PDT,1763,3806,20050,761,59,6226,7400,1140
NW,6/1/2022 7 p.m. PDT,1630,2021,20289,776,62,7593,7482,1140
NW,6/1/2022 8 p.m. PDT,1438,276,20315,919,59,8459,7465,1139
NW,6/1/2022 9 p.m. PDT,1448,28,20381,924,60,8446,7460,1138
NW,6/1/2022 10 p.m. PDT,1410,26,20394,860,60,7894,7477,1141
NW,6/1/2022 11 p.m. PDT,1349,23,19315,840,59,7236,7509,1142
NW,6/2/2022 12 a.m. PDT,1724,-3,18257,807,62,6314,7447,1144
NW,6/2/2022 1 a.m. PDT,1823,-1,18352,826,61,5865,7323,1145
NW,6/2/2022 2 a.m. PDT,1784,-1,17845,846,60,5551,7398,1145
NW,6/2/2022 3 a.m. PDT,1454,-4,17621,890,61,5364,7580,1144
NW,6/2/2022 4 a.m. PDT,1267,0,17395,895,59,5468,7788,1145
NW,6/2/2022 5 a.m. PDT,1342,0,18097,968,60,5713,7753,1146
NW,6/2/2022 6 a.m. PDT,1306,283,18698,944,61,5968,7766,1145
NW,6/2/2022 7 a.m. PDT,1268,2061,18935,961,61,5020,7730,1143
NW,6/2/2022 8 a.m. PDT,1209,3706,18893,981,61,5027,7653,1144
NW,6/2/2022 9 a.m. PDT,1187,4380,18876,891,61,4798,7688,1141
NW,6/2/2022 10 a.m. PDT,1436,4786,18993,894,61,4548,7698,1140
NW,6/2/2022 11 a.m. PDT,1659,4846,19102,882,60,4513,7522,1137
NW,6/2/2022 12 p.m. PDT,1941,4996,19379,873,60,4563,7285,1136
NW,6/2/2022 1 p.m. PDT,2204,4919,19142,863,58,4738,7325,1137
NW,6/2/2022 2 p.m. PDT,2308,4701,19324,853,60,5159,7257,1136
NW,6/2/2022 3 p.m. PDT,2220,4384,20290,854,59,5658,7369,1135
NW,6/2/2022 4 p.m. PDT,2122,4261,20425,845,58,6320,7634,1136
NW,6/2/2022 5 p.m. PDT,2438,3761,20517,806,60,7219,7944,1137
NW,6/2/2022 6 p.m. PDT,3091,3060,20502,823,61,7721,8104,1138
NW,6/2/2022 7 p.m. PDT,4240,1428,19877,814,59,8356,8061,1134
NW,6/2/2022 8 p.m. PDT,4443,242,19914,904,59,8091,8044,1137
NW,6/2/2022 9 p.m. PDT,4140,23,20318,909,58,7910,7885,1138
NW,6/2/2022 10 p.m. PDT,4027,24,20214,926,59,7588,7599,1139
NW,6/2/2022 11 p.m. PDT,3632,22,19227,910,61,7332,7522,1139
NW,6/3/2022 12 a.m. PDT,3288,-3,19036,866,60,6475,7407,1139
NW,6/3/2022 1 a.m. PDT,3279,-1,18922,846,60,6259,7236,1142
NW,6/3/2022 2 a.m. PDT,3122,-3,18963,931,61,6085,6692,1143
NW,6/3/2022 3 a.m. PDT,2959,-1,18563,942,58,5810,6798,1145
NW,6/3/2022 4 a.m. PDT,2766,-3,18534,918,59,5766,6945,1146
NW,6/3/2022 5 a.m. PDT,2724,2,18641,878,58,5820,7128,1146
NW,6/3/2022 6 a.m. PDT,2583,251,19293,903,59,5845,7393,1147
NW,6/3/2022 7 a.m. PDT,2772,1613,19431,908,58,4971,7167,1147
NW,6/3/2022 8 a.m. PDT,3074,3335,19674,889,57,4194,6694,1146
NW,6/3/2022 9 a.m. PDT,3343,4129,20033,895,57,3914,6758,1144
NW,6/3/2022 10 a.m. PDT,3513,4390,20044,886,57,3750,6249,1144
NW,6/3/2022 11 a.m. PDT,3279,4493,20566,917,59,4023,5978,1142
NW,6/3/2022 12 p.m. PDT,3705,4527,20635,973,57,4269,6122,1142
NW,6/3/2022 1 p.m. PDT,4134,4555,20504,952,55,4240,6288,1140
NW,6/3/2022 2 p.m. PDT,4661,4178,20458,943,55,4488,7097,1140
NW,6/3/2022 3 p.m. PDT,5564,3753,19862,919,55,4790,7200,1140
NW,6/3/2022 4 p.m. PDT,5258,3365,20026,881,56,5628,7488,1140
NW,6/3/2022 5 p.m. PDT,5678,3452,19578,870,57,5709,7371,1137
NW,6/3/2022 6 p.m. PDT,5748,3051,19157,776,57,6366,6952,1139
NW,6/3/2022 7 p.m. PDT,5822,1572,18936,783,57,7241,7496,1140
NW,6/3/2022 8 p.m. PDT,5355,186,19389,865,59,7808,7535,1142
NW,6/3/2022 9 p.m. PDT,5216,23,19211,856,57,7422,7282,1143
NW,6/3/2022 10 p.m. PDT,4671,18,19469,831,58,6587,6976,1147
NW,6/3/2022 11 p.m. PDT,4831,22,19336,816,57,6482,7113,1146
NW,6/4/2022 12 a.m. PDT,4815,-2,18969,788,57,5887,6725,1146
NW,6/4/2022 1 a.m. PDT,4634,-3,18692,860,57,5573,6297,1144
NW,6/4/2022 2 a.m. PDT,4020,-2,18404,845,55,5388,6335,1145
NW,6/4/2022 3 a.m. PDT,3256,-2,18310,858,57,5209,6144,1146
NW,6/4/2022 4 a.m. PDT,3037,-1,18619,807,57,5056,6067,1149
NW,6/4/2022 5 a.m. PDT,2726,-1,19222,779,56,5074,6219,1150
NW,6/4/2022 6 a.m. PDT,1823,262,19717,782,55,5018,6804,1149
NW,6/4/2022 7 a.m. PDT,1253,1551,19847,775,57,4323,6715,1148
NW,6/4/2022 8 a.m. PDT,1433,2674,19491,832,58,4092,5811,1149
NW,6/4/2022 9 a.m. PDT,1551,3392,19374,892,60,3600,5553,1148
NW,6/4/2022 10 a.m. PDT,1685,4077,19781,898,59,3518,5483,1148
NW,6/4/2022 11 a.m. PDT,1640,4253,20177,873,58,3813,5467,1146
NW,6/4/2022 12 p.m. PDT,1584,4263,20557,844,57,4445,5494,1146
NW,6/4/2022 1 p.m. PDT,1512,4081,20628,837,56,4494,5524,1146
NW,6/4/2022 2 p.m. PDT,1653,3700,20750,828,57,4763,5722,1146
NW,6/4/2022 3 p.m. PDT,1967,3238,20511,825,56,5181,5947,1146
NW,6/4/2022 4 p.m. PDT,2658,2991,20981,786,56,5463,5910,1144
NW,6/4/2022 5 p.m. PDT,2561,2351,21601,796,56,5673,6680,1142
NW,6/4/2022 6 p.m. PDT,2792,1959,21623,817,58,5888,7158,1142
NW,6/4/2022 7 p.m. PDT,2698,1103,21478,818,57,6353,7458,1142
NW,6/4/2022 8 p.m. PDT,2311,188,21475,893,57,6982,7932,1141
NW,6/4/2022 9 p.m. PDT,2139,26,21426,892,56,7828,7914,1142
NW,6/4/2022 10 p.m. PDT,1810,15,20924,875,55,7826,7781,1143
NW,6/4/2022 11 p.m. PDT,2065,-3,20244,865,56,7439,7645,1144
NW,6/5/2022 12 a.m. PDT,2559,-3,19694,824,57,6096,7534,1144
NW,6/5/2022 1 a.m. PDT,2668,-1,19795,817,54,5670,6798,1145
NW,6/5/2022 2 a.m. PDT,3123,-1,19330,815,56,5521,5626,1144
NW,6/5/2022 3 a.m. PDT,2953,-2,19304,823,54,5411,5255,1144
NW,6/5/2022 4 a.m. PDT,2946,-2,18926,830,53,5155,5331,1144
NW,6/5/2022 5 a.m. PDT,3027,-3,19250,828,54,4948,5159,1145
NW,6/5/2022 6 a.m. PDT,2860,208,19532,835,56,4815,5377,1145
NW,6/5/2022 7 a.m. PDT,3203,1446,19137,838,55,4314,5091,1146
NW,6/5/2022 8 a.m. PDT,3884,3158,19337,835,55,3767,4275,1145
NW,6/5/2022 9 a.m. PDT,4640,3912,19308,869,56,3549,3686,1142
NW,6/5/2022 10 a.m. PDT,4768,4413,19506,926,58,3146,3503,1139
NW,6/5/2022 11 a.m. PDT,4785,4421,19795,887,58,3199,3463,1140
NW,6/5/2022 12 p.m. PDT,4722,4337,20089,896,57,3331,3604,1140
NW,6/5/2022 1 p.m. PDT,4671,4262,19886,832,57,3708,3883,1139
NW,6/5/2022 2 p.m. PDT,5106,4095,19663,806,56,4240,3986,1138
NW,6/5/2022 3 p.m. PDT,4672,3831,19980,806,57,5306,4175,1140
NW,6/5/2022 4 p.m. PDT,5010,3908,20410,851,56,5863,4630,1139
NW,6/5/2022 5 p.m. PDT,5693,3842,19790,896,59,5885,5739,1137
NW,6/5/2022 6 p.m. PDT,6187,3383,19812,857,57,6886,5976,1138
NW,6/5/2022 7 p.m. PDT,6201,1887,20094,836,56,7902,6322,1139
NW,6/5/2022 8 p.m. PDT,6110,333,20496,867,54,8260,6356,1137
NW,6/5/2022 9 p.m. PDT,6328,34,20023,875,53,7818,6465,1141
NW,6/5/2022 10 p.m. PDT,5661,23,19971,881,54,7318,6467,1143
NW,6/5/2022 11 p.m. PDT,5494,6,19479,824,56,7023,6333,1144
NW,6/6/2022 12 a.m. PDT,3871,-1,18703,816,58,6528,6323,1147
NW,6/6/2022 1 a.m. PDT,4784,-3,17706,825,57,6019,5840,1149
NW,6/6/2022 2 a.m. PDT,4593,-2,17483,828,58,5630,5467,1149
NW,6/6/2022 3 a.m. PDT,4585,-3,17569,900,56,5253,5404,1152
NW,6/6/2022 4 a.m. PDT,4991,0,17680,935,57,5174,4962,1153
NW,6/6/2022 5 a.m. PDT,5396,0,17923,922,56,5157,5185,1152
NW,6/6/2022 6 a.m. PDT,5148,336,19099,944,56,5262,5669,1152
NW,6/6/2022 7 a.m. PDT,5052,2233,20377,951,56,4406,5860,1152
NW,6/6/2022 8 a.m. PDT,5244,4156,20717,928,55,4008,5221,1151
NW,6/6/2022 9 a.m. PDT,5569,4807,20853,890,56,4133,4392,1151
NW,6/6/2022 10 a.m. PDT,6276,4950,20599,881,56,3993,4560,1150
NW,6/6/2022 11 a.m. PDT,6439,4989,20465,934,57,4215,4723,1147
NW,6/6/2022 12 p.m. PDT,6215,4967,21061,864,55,4567,5199,1147
NW,6/6/2022 1 p.m. PDT,6165,4888,20946,849,56,5020,6142,1147
NW,6/6/2022 2 p.m. PDT,6419,4709,20908,823,54,5696,6406,1148
NW,6/6/2022 3 p.m. PDT,7159,4420,20919,880,53,5905,6424,1147
NW,6/6/2022 4 p.m. PDT,7961,4101,20035,866,54,6186,6364,1147
NW,6/6/2022 5 p.m. PDT,8721,3885,19490,810,57,6362,6437,1146
NW,6/6/2022 6 p.m. PDT,9403,3636,19589,794,57,6525,6278,1145
NW,6/6/2022 7 p.m. PDT,9680,2258,19693,802,57,7238,6037,1144
NW,6/6/2022 8 p.m. PDT,7975,471,20312,933,56,7891,6589,1145
NW,6/6/2022 9 p.m. PDT,6887,34,20130,936,57,7898,6836,1146
NW,6/6/2022 10 p.m. PDT,6098,23,19966,918,58,7652,6860,1149
NW,6/6/2022 11 p.m. PDT,6207,24,20111,890,58,7172,6218,1148
NW,6/7/2022 12 a.m. PDT,5223,-2,19695,906,58,6623,5987,1151
NW,6/7/2022 1 a.m. PDT,4366,-2,18913,846,58,5937,5929,1153
NW,6/7/2022 2 a.m. PDT,3496,-2,18941,863,58,5647,5615,1155
NW,6/7/2022 3 a.m. PDT,3503,-1,18992,881,59,5319,5300,1155
NW,6/7/2022 4 a.m. PDT,3581,-3,19283,879,58,5024,4986,1155
NW,6/7/2022 5 a.m. PDT,3519,3,20073,884,59,4974,5076,1155
NW,6/7/2022 6 a.m. PDT,3000,326,21253,898,58,5140,5705,1154
NW,6/7/2022 7 a.m. PDT,1975,2307,21917,887,58,4424,7133,1155
NW,6/7/2022 8 a.m. PDT,1563,4186,22099,891,54,4084,7531,1153
NW,6/7/2022 9 a.m. PDT,1771,4955,22084,915,55,3968,7444,1152
NW,6/7/2022 10 a.m. PDT,2150,5124,21995,927,41,3933,7696,1151
NW,6/7/2022 11 a.m. PDT,2355,5145,21699,903,48,4212,7722,1149
NW,6/7/2022 12 p.m. PDT,3195,4914,21746,972,49,4905,7438,1146
NW,6/7/2022 1 p.m. PDT,4068,4850,21396,965,51,5207,7138,1146
NW,6/7/2022 2 p.m. PDT,4936,4737,21200,953,51,5314,7346,1144
NW,6/7/2022 3 p.m. PDT,5319,4548,21450,857,53,5436,7230,1144
NW,6/7/2022 4 p.m. PDT,4799,4435,22040,840,53,6747,7163,1143
NW,6/7/2022 5 p.m. PDT,4208,4161,22608,825,53,7192,7287,1142
NW,6/7/2022 6 p.m. PDT,4516,3325,23018,821,54,7230,7496,1144
NW,6/7/2022 7 p.m. PDT,4151,1658,23077,857,53,8077,7666,1144
NW,6/7/2022 8 p.m. PDT,3634,241,23483,864,53,8145,7778,1145
NW,6/7/2022 9 p.m. PDT,2738,26,23438,859,54,8158,7813,1145
NW,6/7/2022 10 p.m. PDT,3277,-1,22929,888,56,7545,7565,1146
NW,6/7/2022 11 p.m. PDT,3483,2,22077,848,55,6952,6981,1145
NW,6/8/2022 12 a.m. PDT,3356,-5,21456,842,53,6529,6668,1145
NW,6/8/2022 1 a.m. PDT,3723,0,20317,834,54,5902,6411,1145
NW,6/8/2022 2 a.m. PDT,3412,-1,20022,933,54,5916,6416,1146
NW,6/8/2022 3 a.m. PDT,3643,0,19171,918,54,5552,6199,1146
NW,6/8/2022 4 a.m. PDT,3927,-3,18986,917,54,5634,5912,1146
NW,6/8/2022 5 a.m. PDT,3884,-1,19274,932,54,5633,5994,1146
NW,6/8/2022 6 a.m. PDT,4073,254,19722,927,54,5712,6376,1146
NW,6/8/2022 7 a.m. PDT,3571,1807,20899,925,55,5075,5882,1148
NW,6/8/2022 8 a.m. PDT,2716,3554,21607,901,55,4784,5660,1147
NW,6/8/2022 9 a.m. PDT,2194,4133,21996,876,55,4928,5611,1147
NW,6/8/2022 10 a.m. PDT,1974,4375,22504,902,57,5061,5680,1145
NW,6/8/2022 11 a.m. PDT,2164,4573,21997,860,58,5285,6175,1144
NW,6/8/2022 12 p.m. PDT,1984,4636,22136,841,56,5342,6577,1141
NW,6/8/2022 1 p.m. PDT,2263,4617,22361,823,57,5499,7282,1141
NW,6/8/2022 2 p.m. PDT,2539,4592,22327,810,56,6120,7473,1139
NW,6/8/2022 3 p.m. PDT,2985,4424,22203,811,55,6763,7540,1139
NW,6/8/2022 4 p.m. PDT,3246,4003,22149,717,54,7308,7353,1141
NW,6/8/2022 5 p.m. PDT,3767,3828,22336,708,54,7486,7293,1140
NW,6/8/2022 6 p.m. PDT,4263,2843,22330,713,56,8029,7128,1141
NW,6/8/2022 7 p.m. PDT,4594,1349,22436,780,53,8469,7099,1141
NW,6/8/2022 8 p.m. PDT,4936,319,22631,772,54,7882,7187,1149
NW,6/8/2022 9 p.m. PDT,5541,40,22217,793,54,7602,7239,1155
NW,6/8/2022 10 p.m. PDT,6044,21,22015,783,55,7129,6514,1156
NW,6/8/2022 11 p.m. PDT,6129,-2,21188,762,54,6516,6007,1146
NW,6/9/2022 12 a.m. PDT,5768,-1,20482,778,55,6445,5411,1146
NW,6/9/2022 1 a.m. PDT,5387,-2,19502,795,55,6137,5530,1148
NW,6/9/2022 2 a.m. PDT,5328,-2,18884,805,58,5774,5726,1149
NW,6/9/2022 3 a.m. PDT,4811,-2,18820,812,57,5496,5817,1149
NW,6/9/2022 4 a.m. PDT,4209,-1,19285,816,56,5132,5936,1151
NW,6/9/2022 5 a.m. PDT,4046,-2,19832,822,56,5057,6064,1149
NW,6/9/2022 6 a.m. PDT,3602,217,20595,822,56,5296,6236,1149
NW,6/9/2022 7 a.m. PDT,3156,1756,20878,809,56,5117,6484,1146
NW,6/9/2022 8 a.m. PDT,2784,3549,21580,801,57,4625,6797,1147
NW,6/9/2022 9 a.m. PDT,2544,4096,22236,802,55,4827,6970,1146
NW,6/9/2022 10 a.m. PDT,2349,4287,22271,803,56,5774,7163,1146
NW,6/9/2022 11 a.m. PDT,2251,4429,22379,791,53,6682,7279,1144
NW,6/9/2022 12 p.m. PDT,2534,4453,22626,788,53,6959,7406,1145
NW,6/9/2022 1 p.m. PDT,2693,4394,22276,784,52,7513,7470,1144
NW,6/9/2022 2 p.m. PDT,3121,4397,22552,769,51,8314,7537,1142
NW,6/9/2022 3 p.m. PDT,3728,4338,22334,756,52,8890,7539,1140
NW,6/9/2022 4 p.m. PDT,3989,3959,22255,737,52,9101,7589,1137
NW,6/9/2022 5 p.m. PDT,3874,3489,22776,720,52,9388,7351,1140
NW,6/9/2022 6 p.m. PDT,3905,2640,23104,711,53,9465,7731,1139
NW,6/9/2022 7 p.m. PDT,3804,1260,23085,686,51,9650,7783,1135
NW,6/9/2022 8 p.m. PDT,3496,287,23005,759,53,10060,7796,1136
NW,6/9/2022 9 p.m. PDT,3452,30,22345,772,54,9834,7673,1136
NW,6/9/2022 10 p.m. PDT,3640,25,21506,776,56,8879,7625,1137
NW,6/9/2022 11 p.m. PDT,3783,22,21348,768,54,8595,6991,1135
NW,6/10/2022 12 a.m. PDT,3636,0,20229,712,56,7589,6641,1130
NW,6/10/2022 1 a.m. PDT,4718,-2,19654,712,54,6444,6565,1130
NW,6/10/2022 2 a.m. PDT,4462,-3,19458,721,53,6162,6314,1134
NW,6/10/2022 3 a.m. PDT,4124,-2,19428,742,55,5971,6218,1136
NW,6/10/2022 4 a.m. PDT,4421,-1,19316,753,54,5822,6364,1139
NW,6/10/2022 5 a.m. PDT,4462,1,19533,767,54,5915,5975,1136
NW,6/10/2022 6 a.m. PDT,4243,296,20180,811,54,6263,5936,1137
NW,6/10/2022 7 a.m. PDT,3683,2026,21263,800,54,5802,6075,1137
NW,6/10/2022 8 a.m. PDT,3412,3683,22184,796,52,5444,6044,1135
NW,6/10/2022 9 a.m. PDT,3424,4242,22666,785,54,5603,6258,1135
NW,6/10/2022 10 a.m. PDT,3456,4435,22869,788,53,6027,6637,1134
NW,6/10/2022 11 a.m. PDT,3334,4524,23192,799,53,6656,7206,1135
NW,6/10/2022 12 p.m. PDT,3382,4608,23142,801,53,7400,7285,1133
NW,6/10/2022 1 p.m. PDT,3556,4630,22987,783,51,8181,7212,1134
NW,6/10/2022 2 p.m. PDT,3581,4561,22962,785,49,9192,7166,1134
NW,6/10/2022 3 p.m. PDT,3936,4517,22678,796,51,9528,7109,1134
NW,6/10/2022 4 p.m. PDT,3821,4375,22442,771,51,10280,7240,1136
NW,6/10/2022 5 p.m. PDT,3932,4022,22263,748,49,10698,7499,1136
NW,6/10/2022 6 p.m. PDT,4148,3688,22311,743,55,10626,7682,1137
NW,6/10/2022 7 p.m. PDT,3957,2195,22866,691,54,10621,7813,1138
NW,6/10/2022 8 p.m. PDT,4555,397,22771,725,54,10433,7636,1140
NW,6/10/2022 9 p.m. PDT,5178,29,22533,770,54,9236,7453,1140
NW,6/10/2022 10 p.m. PDT,5330,24,22306,781,56,8628,7366,1140
NW,6/10/2022 11 p.m. PDT,5310,25,21961,774,56,7953,6556,1140
NW,6/11/2022 12 a.m. PDT,5323,21,21301,770,56,6955,5952,1138
NW,6/11/2022 1 a.m. PDT,5951,0,20909,740,55,6424,5980,1018
NW,6/11/2022 2 a.m. PDT,6048,-2,20338,753,54,6196,5867,948
NW,6/11/2022 3 a.m. PDT,5984,-2,20321,750,54,5971,5394,756
NW,6/11/2022 4 a.m. PDT,6016,-3,20342,754,53,5322,5382,715
NW,6/11/2022 5 a.m. PDT,5847,-1,20343,778,52,5171,5474,694
NW,6/11/2022 6 a.m. PDT,5535,305,20351,774,53,5053,5354,691
NW,6/11/2022 7 a.m. PDT,4548,1988,20859,770,51,4779,5640,689
NW,6/11/2022 8 a.m. PDT,3939,3647,21613,787,52,4157,5635,666
NW,6/11/2022 9 a.m. PDT,3972,4251,22543,769,53,4491,6181,543
NW,6/11/2022 10 a.m. PDT,4303,4414,22632,772,52,5292,6859,496
NW,6/11/2022 11 a.m. PDT,4060,4490,22698,753,52,6043,7272,393
NW,6/11/2022 12 p.m. PDT,4278,4615,22543,739,52,6828,7379,257
NW,6/11/2022 1 p.m. PDT,4511,4582,22430,705,51,7984,7260,252
NW,6/11/2022 2 p.m. PDT,4530,4548,22415,684,50,8745,7112,321
NW,6/11/2022 3 p.m. PDT,4979,4453,21957,716,49,9560,7076,358
NW,6/11/2022 4 p.m. PDT,5735,4201,21654,702,52,10010,6840,368
NW,6/11/2022 5 p.m. PDT,5799,3961,21768,697,52,10383,6846,378
NW,6/11/2022 6 p.m. PDT,6616,3329,21846,688,51,10167,6866,388
NW,6/11/2022 7 p.m. PDT,7023,1879,21423,676,51,10418,7060,395
NW,6/11/2022 8 p.m. PDT,6998,446,21109,740,52,10166,7059,387
NW,6/11/2022 9 p.m. PDT,7580,32,21186,758,47,9366,6791,364
NW,6/11/2022 10 p.m. PDT,6847,18,21312,696,45,8594,6568,370
NW,6/11/2022 11 p.m. PDT,5900,19,21468,774,55,7886,6466,375
NW,6/12/2022 12 a.m. PDT,4525,14,21074,759,54,7693,6582,380
NW,6/12/2022 1 a.m. PDT,4208,0,20570,723,51,7498,6735,384
NW,6/12/2022 2 a.m. PDT,4023,-3,20234,734,46,6869,6756,388
