datetime,t
7/23/23 22:00,11.982
7/23/23 22:15,11.831
7/23/23 22:30,11.059
7/23/23 22:45,11.059
7/23/23 23:00,11.295
7/23/23 23:15,11.167
7/23/23 23:30,11.252
7/23/23 23:45,10.952
7/24/23 0:00,10.888
7/24/23 0:15,10.33
7/24/23 0:30,10.223
7/24/23 0:45,10.416
7/24/23 1:00,10.48
7/24/23 1:15,10.502
7/24/23 1:30,10.094
7/24/23 1:45,10.18
7/24/23 2:00,9.987
7/24/23 2:15,9.772
7/24/23 2:30,9.751
7/24/23 2:45,9.515
7/24/23 3:00,9.687
7/24/23 3:15,9.408
7/24/23 3:30,9.579
7/24/23 3:45,9.322
7/24/23 4:00,8.722
7/24/23 4:15,8.743
7/24/23 4:30,8.743
7/24/23 4:45,9.065
7/24/23 5:00,9.236
7/24/23 5:15,9.258
7/24/23 5:30,9.215
7/24/23 5:45,9.193
7/24/23 6:00,9.386
7/24/23 6:15,9.043
7/24/23 6:30,9.043
7/24/23 6:45,8.936
7/24/23 7:00,8.743
7/24/23 7:15,9.129
7/24/23 7:30,8.679
7/24/23 7:45,9.172
7/24/23 8:00,9.086
7/24/23 8:15,9.215
7/24/23 8:30,8.443
7/24/23 8:45,8.293
7/24/23 9:00,8.421
7/24/23 9:15,8.357
7/24/23 9:30,9.108
7/24/23 9:45,8.807
7/24/23 10:00,8.335
7/24/23 10:15,8.271
7/24/23 10:30,9
7/24/23 10:45,8.7
7/24/23 11:00,8.872
7/24/23 11:15,8.593
7/24/23 11:30,9.301
7/24/23 11:45,9.322
7/24/23 12:00,9.858
7/24/23 12:15,9.301
7/24/23 12:30,8.743
7/24/23 12:45,8.764
7/24/23 13:00,9.344
7/24/23 13:15,8.807
7/24/23 13:30,9.322
7/24/23 13:45,8.807
7/24/23 14:00,8.121
7/24/23 14:15,7.928
7/24/23 14:30,7.842
7/24/23 14:45,7.692
7/24/23 15:00,7.606
7/24/23 15:15,7.52
7/24/23 15:30,7.585
7/24/23 15:45,7.585
7/24/23 16:00,7.134
7/24/23 16:15,7.07
7/24/23 16:30,7.049
7/24/23 16:45,6.877
7/24/23 17:00,7.392
7/24/23 17:15,7.242
7/24/23 17:30,6.384
7/24/23 17:45,5.976
7/24/23 18:00,5.59
7/24/23 18:15,5.633
7/24/23 18:30,5.654
7/24/23 18:45,5.29
7/24/23 19:00,5.226
7/24/23 19:15,5.097
7/24/23 19:30,5.011
7/24/23 19:45,4.904
7/24/23 20:00,4.818
7/24/23 20:15,4.947
7/24/23 20:30,4.754
7/24/23 20:45,4.561
7/24/23 21:00,4.41
7/24/23 21:15,4.153
7/24/23 21:30,4.239
7/24/23 21:45,4.153
7/24/23 22:00,4.196
7/24/23 22:15,4.11
7/24/23 22:30,3.939
7/24/23 22:45,4.346
7/24/23 23:00,4.217
7/24/23 23:15,4.282
7/24/23 23:30,4.196
7/24/23 23:45,4.325
7/25/23 0:00,4.453
7/25/23 0:15,4.604
7/25/23 0:30,4.625
7/25/23 0:45,4.668
7/25/23 1:00,4.775
7/25/23 1:15,4.797
7/25/23 1:30,4.947
7/25/23 1:45,5.504
7/25/23 2:00,5.333
7/25/23 2:15,5.183
7/25/23 2:30,5.483
7/25/23 2:45,4.797
7/25/23 3:00,5.333
7/25/23 3:15,5.032
7/25/23 3:30,5.183
7/25/23 3:45,4.861
7/25/23 4:00,5.075
7/25/23 4:15,4.818
7/25/23 4:30,4.217
7/25/23 4:45,4.175
7/25/23 5:00,3.831
7/25/23 5:15,4.153
7/25/23 5:30,4.153
7/25/23 5:45,4.389
7/25/23 6:00,4.475
7/25/23 6:15,4.561
7/25/23 6:30,4.775
7/25/23 6:45,4.839
7/25/23 7:00,4.904
7/25/23 7:15,5.075
7/25/23 7:30,5.226
7/25/23 7:45,5.633
7/25/23 8:00,5.933
7/25/23 8:15,5.933
7/25/23 8:30,6.041
7/25/23 8:45,5.933
7/25/23 9:00,6.427
7/25/23 9:15,7.006
7/25/23 9:30,7.306
7/25/23 9:45,7.306
7/25/23 10:00,6.92
7/25/23 10:15,7.177
7/25/23 10:30,7.478
7/25/23 10:45,7.949
7/25/23 11:00,8.057
7/25/23 11:15,7.542
7/25/23 11:30,8.421
7/25/23 11:45,9.065
7/25/23 12:00,9.622
7/25/23 12:15,9.15
7/25/23 12:30,9.172
7/25/23 12:45,8.571
7/25/23 13:00,9.193
7/25/23 13:15,8.764
7/25/23 13:30,8.872
7/25/23 13:45,9.451
7/25/23 14:00,9.086
7/25/23 14:15,9
7/25/23 14:30,9.537
7/25/23 14:45,9.794
7/25/23 15:00,9.665
7/25/23 15:15,9.815
7/25/23 15:30,9.537
7/25/23 15:45,9.537
7/25/23 16:00,9.494
7/25/23 16:15,9.966
7/25/23 16:30,9.794
7/25/23 16:45,8.85
7/25/23 17:00,8.443
7/25/23 17:15,8.164
7/25/23 17:30,7.735
7/25/23 17:45,8.293
7/25/23 18:00,8.057
7/25/23 18:15,7.799
7/25/23 18:30,7.585
7/25/23 18:45,7.263
7/25/23 19:00,7.478
7/25/23 19:15,7.478
7/25/23 19:30,8.571
7/25/23 19:45,8.486
7/25/23 20:00,8.786
7/25/23 20:15,8.228
7/25/23 20:30,8.829
7/25/23 20:45,8.636
7/25/23 21:00,8.786
7/25/23 21:15,9.129
7/25/23 21:30,8.936
7/25/23 21:45,8.979
7/25/23 22:00,9.322
7/25/23 22:15,9.258
7/25/23 22:30,9.901
7/25/23 22:45,9.772
7/25/23 23:00,9.472
7/25/23 23:15,9.086
7/25/23 23:30,8.786
7/25/23 23:45,8.55
7/26/23 0:00,8.571
7/26/23 0:15,8.25
7/26/23 0:30,7.971
7/26/23 0:45,7.992
7/26/23 1:00,7.949
7/26/23 1:15,7.628
7/26/23 1:30,7.628
7/26/23 1:45,7.864
7/26/23 2:00,8.657
7/26/23 2:15,8.014
7/26/23 2:30,8.1
7/26/23 2:45,7.799
7/26/23 3:00,8.121
7/26/23 3:15,8.035
7/26/23 3:30,7.735
7/26/23 3:45,7.864
7/26/23 4:00,8.1
7/26/23 4:15,7.821
7/26/23 4:30,7.971
7/26/23 4:45,8.035
7/26/23 5:00,7.778
7/26/23 5:15,7.778
7/26/23 5:30,7.799
7/26/23 5:45,8.207
7/26/23 6:00,8.164
7/26/23 6:15,8.314
7/26/23 6:30,8.55
7/26/23 6:45,8.593
7/26/23 7:00,9.086
7/26/23 7:15,8.915
7/26/23 7:30,9.172
7/26/23 7:45,9.622
7/26/23 8:00,9.193
7/26/23 8:15,9.408
7/26/23 8:30,10.394
7/26/23 8:45,10.244
7/26/23 9:00,10.781
7/26/23 9:15,10.845
7/26/23 9:30,11.209
7/26/23 9:45,11.252
7/26/23 10:00,10.781
7/26/23 10:15,11.167
7/26/23 10:30,11.252
7/26/23 10:45,11.96
7/26/23 11:00,11.51
7/26/23 11:15,12.346
7/26/23 11:30,11.617
7/26/23 11:45,12.025
7/26/23 12:00,13.033
7/26/23 12:15,12.26
7/26/23 12:30,12.711
7/26/23 12:45,11.831
7/26/23 13:00,12.625
7/26/23 13:15,11.853
7/26/23 13:30,12.346
7/26/23 13:45,12.518
7/26/23 14:00,12.775
7/26/23 14:15,11.896
7/26/23 14:30,12.003
7/26/23 14:45,12.11
7/26/23 15:00,12.625
7/26/23 15:15,12.625
7/26/23 15:30,13.354
7/26/23 15:45,12.432
7/26/23 16:00,13.29
7/26/23 16:15,12.775
7/26/23 16:30,11.81
7/26/23 16:45,12.84
7/26/23 17:00,12.432
7/26/23 17:15,11.488
7/26/23 17:30,11.617
7/26/23 17:45,11.767
7/26/23 18:00,10.587
7/26/23 18:15,9.665
7/26/23 18:30,9.708
7/26/23 18:45,9.751
7/26/23 19:00,9.601
7/26/23 19:15,9.408
7/26/23 19:30,9.344
7/26/23 19:45,9.429
7/26/23 20:00,9.537
7/26/23 20:15,9.815
7/26/23 20:30,9.558
7/26/23 20:45,9.515
7/26/23 21:00,9.794
7/26/23 21:15,9.579
7/26/23 21:30,9.386
7/26/23 21:45,9.365
7/26/23 22:00,9.279
7/26/23 22:15,9.215
7/26/23 22:30,8.957
7/26/23 22:45,8.722
7/26/23 23:00,9.086
7/26/23 23:15,9.172
7/26/23 23:30,8.657
7/26/23 23:45,9.279
7/27/23 0:00,9.043
7/27/23 0:15,8.786
7/27/23 0:30,8.614
7/27/23 0:45,7.842
7/27/23 1:00,6.748
7/27/23 1:15,7.006
7/27/23 1:30,6.384
7/27/23 1:45,6.705
7/27/23 2:00,6.041
7/27/23 2:15,5.633
7/27/23 2:30,5.14
7/27/23 2:45,5.226
7/27/23 3:00,5.333
7/27/23 3:15,5.504
7/27/23 3:30,5.612
7/27/23 3:45,5.526
7/27/23 4:00,6.384
7/27/23 4:15,6.234
7/27/23 4:30,6.255
7/27/23 4:45,6.041
7/27/23 5:00,6.491
7/27/23 5:15,6.169
7/27/23 5:30,6.598
7/27/23 5:45,6.555
7/27/23 6:00,6.748
7/27/23 6:15,7.435
7/27/23 6:30,7.799
7/27/23 6:45,8.7
7/27/23 7:00,9.901
7/27/23 7:15,9.558
7/27/23 7:30,10.03
7/27/23 7:45,9.279
7/27/23 8:00,10.738
7/27/23 8:15,9.858
7/27/23 8:30,9.88
7/27/23 8:45,9.687
7/27/23 9:00,10.781
7/27/23 9:15,10.609
7/27/23 9:30,10.03
7/27/23 9:45,10.695
7/27/23 10:00,10.716
7/27/23 10:15,10.802
7/27/23 10:30,11.188
7/27/23 10:45,11.317
7/27/23 11:00,11.188
7/27/23 11:15,11.66
7/27/23 11:30,11.36
7/27/23 11:45,10.888
7/27/23 12:00,12.153
7/27/23 12:15,11.617
7/27/23 12:30,11.124
7/27/23 12:45,11.467
7/27/23 13:00,11.338
7/27/23 13:15,12.282
7/27/23 13:30,11.853
7/27/23 13:45,11.724
7/27/23 14:00,10.845
7/27/23 14:15,10.33
7/27/23 14:30,10.652
7/27/23 14:45,10.695
7/27/23 15:00,9.537
7/27/23 15:15,9.043
7/27/23 15:30,9.815
7/27/23 15:45,9.043
7/27/23 16:00,9.494
7/27/23 16:15,9.365
7/27/23 16:30,9.129
7/27/23 16:45,9.108
7/27/23 17:00,8.743
7/27/23 17:15,9.022
7/27/23 17:30,8.486
7/27/23 17:45,7.928
7/27/23 18:00,7.971
7/27/23 18:15,7.563
7/27/23 18:30,7.478
7/27/23 18:45,7.435
7/27/23 19:00,7.349
7/27/23 19:15,7.113
7/27/23 19:30,7.52
7/27/23 19:45,7.713
7/27/23 20:00,8.271
7/27/23 20:15,8.571
7/27/23 20:30,8.571
7/27/23 20:45,8.807
7/27/23 21:00,8.743
7/27/23 21:15,8.722
7/27/23 21:30,8.657
7/27/23 21:45,8.743
7/27/23 22:00,8.743
7/27/23 22:15,8.486
7/27/23 22:30,8.207
7/27/23 22:45,8.207
7/27/23 23:00,7.949
7/27/23 23:15,7.971
7/27/23 23:30,7.928
7/27/23 23:45,8.014
7/28/23 0:00,8.228
7/28/23 0:15,8.421
7/28/23 0:30,8.4
7/28/23 0:45,7.692
7/28/23 1:00,8.121
7/28/23 1:15,8.078
7/28/23 1:30,7.864
7/28/23 1:45,7.692
7/28/23 2:00,7.778
7/28/23 2:15,7.692
7/28/23 2:30,7.392
7/28/23 2:45,7.628
7/28/23 3:00,7.478
7/28/23 3:15,7.285
7/28/23 3:30,7.199
7/28/23 3:45,7.242
7/28/23 4:00,7.006
7/28/23 4:15,7.37
7/28/23 4:30,7.649
7/28/23 4:45,7.928
7/28/23 5:00,7.949
7/28/23 5:15,8.335
7/28/23 5:30,8.271
7/28/23 5:45,8.185
7/28/23 6:00,8.4
7/28/23 6:15,8.571
7/28/23 6:30,8.421
7/28/23 6:45,9.236
7/28/23 7:00,9.279
7/28/23 7:15,9.086
7/28/23 7:30,9.622
7/28/23 7:45,9.687
7/28/23 8:00,10.03
7/28/23 8:15,9.794
7/28/23 8:30,10.373
7/28/23 8:45,9.944
7/28/23 9:00,9.494
7/28/23 9:15,9.622
7/28/23 9:30,9.772
7/28/23 9:45,10.116
7/28/23 10:00,9.687
7/28/23 10:15,9.665
7/28/23 10:30,10.051
7/28/23 10:45,10.201
7/28/23 11:00,11.36
7/28/23 11:15,10.566
7/28/23 11:30,10.673
7/28/23 11:45,11.831
7/28/23 12:00,11.831
7/28/23 12:15,11.403
7/28/23 12:30,12.453
7/28/23 12:45,12.604
7/28/23 13:00,12.968
7/28/23 13:15,13.547
7/28/23 13:30,13.097
7/28/23 13:45,13.976
7/28/23 14:00,14.341
7/28/23 14:15,13.74
7/28/23 14:30,13.29
7/28/23 14:45,12.775
7/28/23 15:00,13.483
7/28/23 15:15,13.033
7/28/23 15:30,13.633
7/28/23 15:45,13.719
7/28/23 16:00,13.462
7/28/23 16:15,14.212
7/28/23 16:30,13.075
7/28/23 16:45,13.655
7/28/23 17:00,13.118
7/28/23 17:15,12.389
7/28/23 17:30,11.724
7/28/23 17:45,11.531
7/28/23 18:00,11.038
7/28/23 18:15,10.137
7/28/23 18:30,10.652
7/28/23 18:45,10.974
7/28/23 19:00,10.587
7/28/23 19:15,10.845
7/28/23 19:30,11.081
7/28/23 19:45,11.381
7/28/23 20:00,11.167
7/28/23 20:15,11.724
7/28/23 20:30,11.424
7/28/23 20:45,11.36
7/28/23 21:00,10.866
7/28/23 21:15,11.531
7/28/23 21:30,11.317
7/28/23 21:45,11.167
7/28/23 22:00,10.995
7/28/23 22:15,10.995
7/28/23 22:30,11.231
7/28/23 22:45,9.987
7/28/23 23:00,10.523
7/28/23 23:15,9.966
7/28/23 23:30,9.665
7/28/23 23:45,8.679
7/29/23 0:00,8.571
7/29/23 0:15,8.829
7/29/23 0:30,9.429
7/29/23 0:45,9.665
7/29/23 1:00,9.386
7/29/23 1:15,9.472
7/29/23 1:30,9.429
7/29/23 1:45,9.408
7/29/23 2:00,9.15
7/29/23 2:15,9.15
7/29/23 2:30,9.065
7/29/23 2:45,9
7/29/23 3:00,8.893
7/29/23 3:15,8.872
7/29/23 3:30,8.528
7/29/23 3:45,8.657
7/29/23 4:00,8.657
7/29/23 4:15,8.571
7/29/23 4:30,8.743
7/29/23 4:45,8.657
7/29/23 5:00,8.121
7/29/23 5:15,8.636
7/29/23 5:30,8.4
7/29/23 5:45,8.528
7/29/23 6:00,8.421
7/29/23 6:15,8.829
7/29/23 6:30,9.043
7/29/23 6:45,9.022
7/29/23 7:00,9.215
7/29/23 7:15,9.236
7/29/23 7:30,9.472
7/29/23 7:45,9.279
7/29/23 8:00,9.987
7/29/23 8:15,10.008
7/29/23 8:30,10.33
7/29/23 8:45,10.287
7/29/23 9:00,11.059
7/29/23 9:15,11.231
7/29/23 9:30,11.102
7/29/23 9:45,10.738
7/29/23 10:00,11.124
7/29/23 10:15,11.016
7/29/23 10:30,10.952
7/29/23 10:45,10.845
7/29/23 11:00,11.295
7/29/23 11:15,12.132
7/29/23 11:30,12.26
7/29/23 11:45,12.196
7/29/23 12:00,12.475
7/29/23 12:15,13.011
7/29/23 12:30,13.14
7/29/23 12:45,12.968
7/29/23 13:00,13.118
7/29/23 13:15,13.697
7/29/23 13:30,12.132
7/29/23 13:45,12.99
7/29/23 14:00,12.882
7/29/23 14:15,12.861
7/29/23 14:30,13.011
7/29/23 14:45,13.333
7/29/23 15:00,12.561
7/29/23 15:15,13.14
7/29/23 15:30,12.539
7/29/23 15:45,13.504
7/29/23 16:00,13.612
7/29/23 16:15,11.917
7/29/23 16:30,11.896
7/29/23 16:45,11.467
7/29/23 17:00,10.781
7/29/23 17:15,11.188
7/29/23 17:30,10.845
7/29/23 17:45,10.609
7/29/23 18:00,10.33
7/29/23 18:15,10.48
7/29/23 18:30,9.794
7/29/23 18:45,9.665
7/29/23 19:00,9.301
7/29/23 19:15,9.065
7/29/23 19:30,8.85
7/29/23 19:45,8.55
7/29/23 20:00,8.636
7/29/23 20:15,8.55
7/29/23 20:30,8.764
7/29/23 20:45,8.679
7/29/23 21:00,8.915
7/29/23 21:15,8.593
7/29/23 21:30,8.743
7/29/23 21:45,8.679
7/29/23 22:00,8.7
7/29/23 22:15,8.743
7/29/23 22:30,8.357
7/29/23 22:45,8.679
7/29/23 23:00,8.786
7/29/23 23:15,8.421
7/29/23 23:30,8.464
7/29/23 23:45,8.443
7/30/23 0:00,8.507
7/30/23 0:15,8.357
7/30/23 0:30,8.421
7/30/23 0:45,8.464
7/30/23 1:00,8.55
7/30/23 1:15,8.915
7/30/23 1:30,8.979
7/30/23 1:45,8.614
7/30/23 2:00,8.614
7/30/23 2:15,8.7
7/30/23 2:30,8.4
7/30/23 2:45,8.528
7/30/23 3:00,8.55
7/30/23 3:15,8.357
7/30/23 3:30,8.421
7/30/23 3:45,8.293
7/30/23 4:00,8.25
7/30/23 4:15,8.1
7/30/23 4:30,7.864
7/30/23 4:45,7.649
7/30/23 5:00,7.671
7/30/23 5:15,7.885
7/30/23 5:30,7.949
7/30/23 5:45,7.907
7/30/23 6:00,7.713
7/30/23 6:15,8.078
7/30/23 6:30,8.979
7/30/23 6:45,8.85
7/30/23 7:00,9.065
7/30/23 7:15,9.494
7/30/23 7:30,9.386
7/30/23 7:45,9.687
7/30/23 8:00,9.665
7/30/23 8:15,10.094
7/30/23 8:30,10.18
7/30/23 8:45,9.944
7/30/23 9:00,10.073
7/30/23 9:15,9.837
7/30/23 9:30,10.137
7/30/23 9:45,10.738
7/30/23 10:00,10.33
7/30/23 10:15,10.416
7/30/23 10:30,9.472
7/30/23 10:45,10.137
7/30/23 11:00,10.116
7/30/23 11:15,10.394
7/30/23 11:30,11.124
7/30/23 11:45,10.695
7/30/23 12:00,10.566
7/30/23 12:15,10.416
7/30/23 12:30,10.33
7/30/23 12:45,10.759
7/30/23 13:00,10.63
7/30/23 13:15,10.952
7/30/23 13:30,11.145
7/30/23 13:45,10.888
7/30/23 14:00,11.574
7/30/23 14:15,11.66
7/30/23 14:30,11.982
7/30/23 14:45,11.681
7/30/23 15:00,12.368
7/30/23 15:15,12.646
7/30/23 15:30,12.26
7/30/23 15:45,12.196
7/30/23 16:00,11.681
7/30/23 16:15,12.925
7/30/23 16:30,12.389
7/30/23 16:45,12.003
7/30/23 17:00,13.033
7/30/23 17:15,12.711
7/30/23 17:30,13.075
7/30/23 17:45,10.866
7/30/23 18:00,10.845
7/30/23 18:15,9.515
7/30/23 18:30,9.301
7/30/23 18:45,9.772
7/30/23 19:00,9.987
7/30/23 19:15,10.137
7/30/23 19:30,10.437
7/30/23 19:45,10.802
7/30/23 20:00,10.716
7/30/23 20:15,10.673
7/30/23 20:30,10.394
7/30/23 20:45,10.459
7/30/23 21:00,10.287
7/30/23 21:15,10.437
7/30/23 21:30,10.287
7/30/23 21:45,10.137
7/30/23 22:00,9.708
7/30/23 22:15,9.558
7/30/23 22:30,9.687
7/30/23 22:45,9.901
7/30/23 23:00,9.665
7/30/23 23:15,9.494
7/30/23 23:30,9.215
7/30/23 23:45,9.472
7/31/23 0:00,9.515
7/31/23 0:15,9.665
7/31/23 0:30,9.687
7/31/23 0:45,9.665
7/31/23 1:00,9.515
7/31/23 1:15,9.429
7/31/23 1:30,9.236
7/31/23 1:45,8.979
7/31/23 2:00,8.807
7/31/23 2:15,9.086
7/31/23 2:30,8.936
7/31/23 2:45,8.807
7/31/23 3:00,8.722
7/31/23 3:15,8.443
7/31/23 3:30,8.614
7/31/23 3:45,8.571
7/31/23 4:00,8.657
7/31/23 4:15,8.25
7/31/23 4:30,8.593
7/31/23 4:45,8.464
7/31/23 5:00,8.293
7/31/23 5:15,8.4
7/31/23 5:30,8.507
7/31/23 5:45,8.507
7/31/23 6:00,8.528
7/31/23 6:15,9.129
7/31/23 6:30,9.279
7/31/23 6:45,9.837
7/31/23 7:00,10.051
7/31/23 7:15,9.665
7/31/23 7:30,10.159
7/31/23 7:45,10.802
7/31/23 8:00,10.974
7/31/23 8:15,11.167
7/31/23 8:30,10.759
7/31/23 8:45,11.896
7/31/23 9:00,11.746
7/31/23 9:15,11.896
7/31/23 9:30,12.153
7/31/23 9:45,11.853
7/31/23 10:00,11.66
7/31/23 10:15,11.831
7/31/23 10:30,12.303
7/31/23 10:45,12.604
7/31/23 11:00,12.453
7/31/23 11:15,12.11
7/31/23 11:30,12.968
7/31/23 11:45,12.689
7/31/23 12:00,12.861
7/31/23 12:15,12.453
7/31/23 12:30,13.397
7/31/23 12:45,13.311
7/31/23 13:00,13.955
7/31/23 13:15,14.384
7/31/23 13:30,14.083
7/31/23 13:45,14.191
7/31/23 14:00,13.74
7/31/23 14:15,14.319
7/31/23 14:30,13.504
7/31/23 14:45,13.89
7/31/23 15:00,13.848
7/31/23 15:15,14.748
7/31/23 15:30,13.247
7/31/23 15:45,14.169
7/31/23 16:00,13.526
7/31/23 16:15,13.397
7/31/23 16:30,13.612
7/31/23 16:45,12.775
7/31/23 17:00,13.462
7/31/23 17:15,12.196
7/31/23 17:30,12.067
7/31/23 17:45,11.617
7/31/23 18:00,11.317
7/31/23 18:15,10.866
7/31/23 18:30,10.33
7/31/23 18:45,10.394
7/31/23 19:00,10.18
7/31/23 19:15,10.18
7/31/23 19:30,10.116
7/31/23 19:45,10.201
7/31/23 20:00,9.944
7/31/23 20:15,10.094
7/31/23 20:30,10.094
7/31/23 20:45,10.03
7/31/23 21:00,10.373
7/31/23 21:15,10.137
7/31/23 21:30,10.201
7/31/23 21:45,10.587
7/31/23 22:00,10.352
7/31/23 22:15,10.459
7/31/23 22:30,10.416
7/31/23 22:45,10.33
7/31/23 23:00,9.987
7/31/23 23:15,10.416
7/31/23 23:30,10.094
7/31/23 23:45,10.287
8/1/23 0:00,10.437
8/1/23 0:15,10.352
8/1/23 0:30,10.48
8/1/23 0:45,10.266
8/1/23 1:00,10.18
8/1/23 1:15,10.201
8/1/23 1:30,9.858
8/1/23 1:45,9.73
8/1/23 2:00,9.772
8/1/23 2:15,9.644
8/1/23 2:30,9.73
8/1/23 2:45,9.622
8/1/23 3:00,9.472
8/1/23 3:15,9.515
8/1/23 3:30,9.537
8/1/23 3:45,9.708
8/1/23 4:00,9.966
8/1/23 4:15,10.459
8/1/23 4:30,10.33
8/1/23 4:45,10.716
8/1/23 5:00,10.931
8/1/23 5:15,10.888
8/1/23 5:30,10.952
8/1/23 5:45,11.36
8/1/23 6:00,11.531
8/1/23 6:15,11.767
8/1/23 6:30,12.303
8/1/23 6:45,12.132
8/1/23 7:00,11.939
8/1/23 7:15,11.96
8/1/23 7:30,12.025
8/1/23 7:45,11.789
8/1/23 8:00,11.896
8/1/23 8:15,11.617
8/1/23 8:30,11.789
8/1/23 8:45,11.81
8/1/23 9:00,11.96
8/1/23 9:15,12.067
8/1/23 9:30,12.26
8/1/23 9:45,12.11
8/1/23 10:00,12.668
8/1/23 10:15,13.033
8/1/23 10:30,12.84
8/1/23 10:45,13.204
8/1/23 11:00,13.14
8/1/23 11:15,14.041
8/1/23 11:30,13.848
8/1/23 11:45,15.177
8/1/23 12:00,15.413
8/1/23 12:15,15.07
8/1/23 12:30,16.014
8/1/23 12:45,15.735
8/1/23 13:00,15.134
8/1/23 13:15,15.134
8/1/23 13:30,15.113
8/1/23 13:45,15.756
8/1/23 14:00,15.907
8/1/23 14:15,15.735
8/1/23 14:30,16.164
8/1/23 14:45,14.727
8/1/23 15:00,14.47
8/1/23 15:15,14.405
8/1/23 15:30,15.907
8/1/23 15:45,15.842
8/1/23 16:00,14.727
8/1/23 16:15,14.598
8/1/23 16:30,14.277
8/1/23 16:45,13.89
8/1/23 17:00,13.526
8/1/23 17:15,13.29
8/1/23 17:30,13.247
8/1/23 17:45,13.011
8/1/23 18:00,12.775
8/1/23 18:15,12.411
8/1/23 18:30,12.153
8/1/23 18:45,11.789
8/1/23 19:00,11.488
8/1/23 19:15,11.488
8/1/23 19:30,11.424
8/1/23 19:45,11.81
8/1/23 20:00,12.025
8/1/23 20:15,12.218
8/1/23 20:30,11.874
8/1/23 20:45,11.81
8/1/23 21:00,12.196
8/1/23 21:15,12.561
8/1/23 21:30,12.411
8/1/23 21:45,12.775
8/1/23 22:00,12.604
8/1/23 22:15,12.754
8/1/23 22:30,12.539
8/1/23 22:45,12.475
8/1/23 23:00,12.067
8/1/23 23:15,12.132
8/1/23 23:30,12.067
8/1/23 23:45,11.874
8/2/23 0:00,11.488
8/2/23 0:15,11.853
8/2/23 0:30,11.403
8/2/23 0:45,11.059
8/2/23 1:00,10.931
8/2/23 1:15,10.759
8/2/23 1:30,10.716
8/2/23 1:45,10.866
8/2/23 2:00,10.781
8/2/23 2:15,10.866
8/2/23 2:30,10.716
8/2/23 2:45,10.845
8/2/23 3:00,10.545
8/2/23 3:15,10.566
8/2/23 3:30,10.373
8/2/23 3:45,10.716
8/2/23 4:00,10.673
8/2/23 4:15,10.823
8/2/23 4:30,10.995
8/2/23 4:45,11.038
8/2/23 5:00,10.63
8/2/23 5:15,10.995
8/2/23 5:30,10.931
8/2/23 5:45,10.888
8/2/23 6:00,10.888
8/2/23 6:15,11.531
8/2/23 6:30,11.896
8/2/23 6:45,12.26
8/2/23 7:00,12.668
8/2/23 7:15,12.711
8/2/23 7:30,12.882
8/2/23 7:45,12.732
8/2/23 8:00,12.818
8/2/23 8:15,12.775
8/2/23 8:30,12.711
8/2/23 8:45,13.14
8/2/23 9:00,13.59
8/2/23 9:15,12.99
8/2/23 9:30,13.419
8/2/23 9:45,14.384
8/2/23 10:00,15.521
8/2/23 10:15,13.547
8/2/23 10:30,14.277
8/2/23 10:45,14.577
8/2/23 11:00,14.062
8/2/23 11:15,15.027
8/2/23 11:30,15.799
8/2/23 11:45,15.928
8/2/23 12:00,15.456
8/2/23 12:15,15.714
8/2/23 12:30,16.271
8/2/23 12:45,14.984
8/2/23 13:00,15.799
8/2/23 13:15,16.4
8/2/23 13:30,16.85
8/2/23 13:45,15.327
8/2/23 14:00,15.177
8/2/23 14:15,14.491
8/2/23 14:30,14.277
8/2/23 14:45,14.448
8/2/23 15:00,14.191
8/2/23 15:15,13.976
8/2/23 15:30,13.783
8/2/23 15:45,13.44
8/2/23 16:00,13.547
8/2/23 16:15,13.719
8/2/23 16:30,13.397
8/2/23 16:45,13.161
8/2/23 17:00,12.539
8/2/23 17:15,12.561
8/2/23 17:30,12.089
8/2/23 17:45,11.874
8/2/23 18:00,11.553
8/2/23 18:15,11.488
8/2/23 18:30,11.038
8/2/23 18:45,10.609
8/2/23 19:00,10.416
8/2/23 19:15,10.974
8/2/23 19:30,11.102
8/2/23 19:45,10.952
8/2/23 20:00,10.866
8/2/23 20:15,10.952
8/2/23 20:30,10.823
8/2/23 20:45,10.63
8/2/23 21:00,10.566
8/2/23 21:15,10.566
8/2/23 21:30,10.63
8/2/23 21:45,10.63
8/2/23 22:00,10.459
8/2/23 22:15,10.974
8/2/23 22:30,10.716
8/2/23 22:45,10.652
8/2/23 23:00,10.587
8/2/23 23:15,10.094
8/2/23 23:30,10.051
8/2/23 23:45,9.794
8/3/23 0:00,9.772
8/3/23 0:15,9.472
8/3/23 0:30,9.451
8/3/23 0:45,9.108
8/3/23 1:00,9.579
8/3/23 1:15,9.408
8/3/23 1:30,10.008
8/3/23 1:45,9.966
8/3/23 2:00,9.88
8/3/23 2:15,10.845
8/3/23 2:30,10.437
8/3/23 2:45,10.48
8/3/23 3:00,10.716
8/3/23 3:15,10.266
8/3/23 3:30,10.545
8/3/23 3:45,10.523
8/3/23 4:00,10.974
8/3/23 4:15,10.888
8/3/23 4:30,10.974
8/3/23 4:45,10.223
8/3/23 5:00,10.545
8/3/23 5:15,10.823
8/3/23 5:30,10.759
8/3/23 5:45,10.244
8/3/23 6:00,9.687
8/3/23 6:15,10.03
8/3/23 6:30,10.416
8/3/23 6:45,10.63
8/3/23 7:00,10.888
8/3/23 7:15,11.703
8/3/23 7:30,12.453
8/3/23 7:45,12.475
